"","Cohort","Instrument_name","Assessed","Keywords_survey","Keyword_count_survey","Keywords_pilot","Keyword_count_pilot","Categories_survey","Priority_scores_survey","Times_mentioned_survey","Respondents_survey","Categories_pilot","Priority_scores_pilot","Times_mentioned_pilot","Respondents_pilot","Keyword_respondents_survey"
"60","YOUth","Looking While Listening","both","looking behavior,visual processing,attention,eye tracking,eyetracking,images,language,language development,language processing,objects,saccades,viewing behavior,visual world paradigm,words","2,2,1,1,1,1,1,1,1,1,1,1,1,1","attention,experiment,eyetracking,gaze,gaze behavior,language,language acquisition,social attention,visual attention","1,1,1,1,1,1,1,1,1","Cognition,Social cognition and behavior,Social and emotional development,neural processing,eyetracking,looking behavior,experiment,NA","0.3,0.26,0.11,0.11,0.1,0.07,0.06,0","2,2,1,1,1,1,1,188",3,"Cognition,Social competence,NA","0.67,0.33,0","2,2,39",2,3
"61","YOUth","Major life events","both","life events,stress,adversity,demographics,trauma","2,2,1,1,1","life events,abuse,accident,coping,death,family history,hospitalization,life history,life histroy,neglect,personal life,stres,trauma","2,1,1,1,1,1,1,1,1,1,1,1,1","Life history,stress,Demographics,Mental health,environmental factors ,questionnaire,NA","0.42,0.22,0.13,0.08,0.08,0.07,0","2,2,1,1,1,1,188",3,"Life history,mental health,NA","0.83,0.17,0","2,1,38",2,3
"62","YOUth","Media use","both","gaming,social media,media use,computer games,development,games,mental health,online behaviour,online connection,questionnaire,social media use","3,3,2,1,1,1,1,1,1,1,1","gaming,social media,addiction,internet,life style,media use","2,2,1,1,1,1","Lifestyle,media  use,Social cognition and behavior,Personality,Mental health,media lifestyle,Social and emotional development,NA","0.36,0.25,0.16,0.08,0.07,0.04,0.04,0","3,1,2,1,1,1,1,190",4,"Lifestyle,NA","1,0","2,39",2,4
"63","YOUth","Movies and series (FVL-2)","both","media use,demographics,media behavior,media preference","2,1,1,1","life style,lifestyle,media use,preferences,screen time,sedentary behavior,tv,tv watching","1,1,1,1,1,1,1,1","media use,Lifestyle,Demographics,Personality,questionnaire,NA","0.47,0.22,0.13,0.11,0.07,0","2,1,1,1,1,189",3,"Lifestyle,NA","1,0","2,39",2,2
"64","YOUth","NEO-Five Factor Inventory-3 (NEO-FFI-3)","survey","personality,big five (?)","2,1",NA,NA,"Personality,questionnaire,NA","0.89,0.11,0","3,1,191",3,NA,NA,NA,NA,2
"65","YOUth","NEO-Five Factor Inventory-3(NEO-FFI-3)","pilot",NA,NA,"personality,agreeableness,big five,conscientiousness,extraversion,intraversion,neuroticism,risk seeking","2,1,1,1,1,1,1,1",NA,NA,NA,NA,"Personality and individual differences,NA","1,0","2,39",2,NA
"66","YOUth","Network Relationships Inventory - Short Form - Parent report (NRI-SF parent report)","pilot",NA,NA,"friendships,parent-child relationship,peers,relationship quality,relationships,sibling interactions,social competence,social environment,social interaction,social network","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Social competence,Parenting,social environment,social network,NA","0.33,0.25,0.25,0.17,0","1,2,1,1,37",2,NA
"67","YOUth","Network Relationships Inventory - Short Form (NRI-SF)","both","parenting,relationships,band met omgeving,kwaliteit omgevingsrelaties,network relationships inventory,nri-sf,relations,relationship quality,siblings,social environment,social network,social relations","2,2,1,1,1,1,1,1,1,1,1,1","friendships,parent-child relationship,peers,relationship quality,relationships,sibling interactions,social behavior,social competence,social environment,social interaction,social network","1,1,1,1,1,1,1,1,1,1,1","Social and emotional development,Parenting,Social cognition and behavior,relations,Lifestyle,social environment,Life history,NA","0.39,0.27,0.11,0.1,0.08,0.03,0.02,0","5,2,2,1,1,1,1,190",5,"Social competence,social relations,Parenting,social network,NA","0.5,0.25,0.17,0.08,0","2,1,1,1,37",2,5
"68","YOUth","Nijmeegse Opvoedvragenlijst (NOV)","both","hechting,nov,opvoederschap,opvoedingsstijl,opvoedingsstrategieen,ouderschap,repsonsiviteit,straffen en belonen","1,1,1,1,1,1,1,1","parenting,affection,dicipline,discipline,parent-child relationship,parental behavior,parental control,parenting strategies","2,1,1,1,1,1,1,1","Parenting,Social and emotional development,NA","0.83,0.17,0","2,1,192",2,"Parenting,NA","1,0","2,39",2,1
"69","YOUth","Nijmeegse Ouderlijke Stress Index (NOSI)/Parental Stress Index (PSI)","survey","parental stress,ae (adverse childhood event),attitude,beleving,bronfenbrenner,competentie,depressie,diagnostiek,gedrag,gehechtheid,gezin,gezondheid,kinddomein,kindermishandeling,krachtbronnen,nosi,opvoeding,ouder-kind relatie,ouderdomein,ouderlijke stress,parental competence,parental self-efficacy,partnerrelatie,preventie kindermishandeling,preventie trauma,psi,questionnaire,relatie,risicofactoren,sociaal-emotionele ontwikkeling,sociaal netwerk,steun,stress,trauma","2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",NA,NA,"Parenting,Mental health,parental cognitions,ouder-kind interactie,Physiology,Social cognition and behavior,Social and emotional development,Lifestyle,NA","0.44,0.17,0.11,0.08,0.06,0.06,0.06,0.03,0","3,2,1,1,1,1,1,1,190",3,NA,NA,NA,NA,3
"70","YOUth","Nijmeegse Ouderlijke Stress Index (NOSI)/Parental Stress Index (PSI) - subscale Acceptance","pilot",NA,NA,"parenting,stress,acceptance,coping,parent-child interaction,parental behavior,relationship quality","2,2,1,1,1,1,1",NA,NA,NA,NA,"Parenting,Social competence,Life history,mental health,NA","0.58,0.17,0.12,0.12,0","2,1,1,1,38",2,NA
"71","YOUth","Nijmeegse Ouderlijke Stress Index (NOSI)/Parental Stress Index (PSI) - subscale Sense of competence","pilot",NA,NA,"competence,parenting,stress,coping,parental behavior","2,2,2,1,1",NA,NA,NA,NA,"Parenting,Social competence,Life history,mental health,Personality and individual differences,NA","0.52,0.17,0.12,0.12,0.06,0","2,1,1,1,1,38",2,NA
"72","YOUth","Parent child interaction (PCI)","both","child,communication,compliance,conflict,cooperation,coping,interaction,observation,parent,parent-child relationship,parent child interaction,parent child relationship,parental authority,parental behavior,parenting,play,social interaction","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","conflict,cooperation,coping,experiment,parent-child interaction,parent-child interactions,parent-child relationships,parental behavior,parenting,stress","1,1,1,1,1,1,1,1,1,1","Parenting,Social cognition and behavior,parent-child relationship,Social and emotional development,communication,observation,Personality,NA","0.3,0.23,0.13,0.13,0.1,0.07,0.05,0","3,2,1,2,1,1,1,189",3,"Parenting,Social competence,Personality and individual differences,NA","0.75,0.17,0.08,0","2,1,1,39",2,3
"73","YOUth","Parent child interaction (PCI) Conflict","pilot",NA,NA,"conflict,parent-child interaction,child compliance,conflict resolution,observation,parent-child relationship,parental strategies,parenting,problem solving,social competence","2,2,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Parenting,Social competence,Personality and individual differences,social behavior,interpersonal interaction,NA","0.67,0.13,0.1,0.07,0.03,0","2,1,1,1,1,37",2,NA
"74","YOUth","Parent child interaction (PCI) Vacation","pilot",NA,NA,"parent-child interaction,child compliance,communication,cooperation,leisure time,parent-child relationship,parental behavior,parenting,relationship quality","2,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Parenting,Social competence,Personality and individual differences,social behavior,NA","0.65,0.2,0.1,0.05,0","2,1,1,1,38",2,NA
"75","YOUth","Parental Control Scale (PCS)","both","discipline,parent-child relationship,parental authority,parental control,parenting","1,1,1,1,1","parenting,behavioral control,control,parent-child relationship,parental behavior,parental control,self efficacy","2,1,1,1,1,1,1","Parenting,Social and emotional development,Personality,Cognition,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,192",1,"Parenting,NA","1,0","2,39",2,1
"76","YOUth","Parenting Dimensions Inventory (PDI)","both","parenting dimensions,questionnaire,child development,inventory,parenting,parenting style,self-report","2,2,1,1,1,1,1","discipline,parenting,parental behavior,parental control,values","2,2,1,1,1","Parenting,Lifestyle,Personality,Social cognition and behavior,Social and emotional development,NA","0.63,0.12,0.11,0.1,0.03,0","3,2,1,1,1,192",3,"Parenting,NA","1,0","2,39",2,2
"77","YOUth","Peabody Picture Vocabulary Task (PPVT)","both","child,computer task,language,pictures,receptive language,receptive language skills,receptive vocabulary,vocabulary,words","1,1,1,1,1,1,1,1,1","language,vocabulary,cognition,development,intelligence,receptive vocabulary,verbal intelligence","2,2,1,1,1,1,1","Social and emotional development,receptive language,Social cognition and behavior,receptive vocabulary,Cognition,computer task,NA","0.25,0.25,0.17,0.17,0.08,0.08,0","1,1,1,1,1,1,189",2,"Cognition,Social competence,language,NA","0.75,0.17,0.08,0","2,1,1,38",2,2
"78","YOUth","Penn emotion recognition test","pilot",NA,NA,"emotion recognition,social cognition,cognition,experiment","2,2,1,1",NA,NA,NA,NA,"Cognition,Social competence,Personality and individual differences,NA","0.5,0.42,0.08,0","2,2,1,39",2,NA
"79","YOUth","Penn Emotion Recognition test","survey","emotion recognition,emotional development,affective processing,emotion,emotion processing,emotions,empathy,expressions,face processing,penn emotion recognition test,social cognition","2,2,1,1,1,1,1,1,1,1,1",NA,NA,"Social and emotional development,Social cognition and behavior,Cognition,experiment,Mental health,NA","0.4,0.33,0.17,0.07,0.03,0","5,4,3,1,1,191",5,NA,NA,NA,NA,5
"80","YOUth","Penn motor praxis test","pilot",NA,NA,"attention,cognition,development,executive functioning,motor development,motor functioning,motor praxis,sensimotor ability","1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Cognition,behavior,Physiology,sensimotor,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,37",2,NA
"81","YOUth","Penn Motor Praxis test","survey",",motor development,penn motor praxis task,praxis,sensorimotor ability,sensory motor development,sensory motor integration","1,1,1,1,1,1,1",NA,NA,"Cognition,motor development,sensory motor development,Physical health,Mental health,NA","0.33,0.25,0.17,0.12,0.12,0","1,1,1,1,1,190",2,NA,NA,NA,NA,2
"82","YOUth","Penn word memory test","pilot",NA,NA,"cognition,memory,attention,executive functioning,inhibition,intelligence,language,verbal intelligence,verbal memory","2,2,1,1,1,1,1,1,1",NA,NA,NA,NA,"Cognition,NA","1,0","1,39",1,NA
"83","YOUth","Penn Word Memory test","survey","memory,cognitive control,language,measure,recall,task,test,verbal,verbal memory,verbs,words","2,1,1,1,1,1,1,1,1,1,1",NA,NA,"Cognition,verbal memory,frontal lobe function,NA","0.67,0.22,0.11,0","3,1,1,190",3,NA,NA,NA,NA,2
"84","YOUth","Penn word memory test delay","pilot",NA,NA,"memory,attention,cognition,inhibition,intelligence,language,verbal intelligence,verbal memory,vocabulary,word memory","2,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Cognition,NA","1,0","2,39",2,NA
"85","YOUth","Periconceptual health","both","birth,health,periconceptual health,pregnancy,14 weeks before and 10 weeks after conception,before and after conception,behaviour during periconceptual,critical period,critical window,eerste 1000 dagen,expectations,fears,fertility,fetal growth,fetal health,infertility,ivf/iui,kinderwens,lifestyle,medical,ongewenste zwangerschap,parental health,perinatal","2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","health,pregnancy,birth,congenial disorders,diseases,gestational age,medical history,periconceptual health","2,2,1,1,1,1,1,1","Physical health,Mental health,Lifestyle,Life history,periconceptual health,pregnancy,Parenting,Physiology,NA","0.34,0.18,0.15,0.15,0.07,0.05,0.03,0.03,0","3,2,2,2,1,1,1,1,190",3,"Health,Life history,pregnancy,NA","0.67,0.17,0.17,0","2,1,1,38",2,3
"86","YOUth","Personal values questionnaire (PVQ-RR)","pilot",NA,NA,"values,morals,personal values,personality,social competence","2,1,1,1,1",NA,NA,NA,NA,"Personality and individual differences,NA","1,0","2,39",2,NA
"87","YOUth","Portrait values questionnaire - revised (PVQ-RR)","both","care and security,character,dependability,humility,karaktertrekken,normen en waarden,openess to change,personal values,personality,pvq-rr,questionnaire,schwartz,stimulation,theory of values,tradition,universalism,value,values","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","values,morals,personal values,personality","2,1,1,1","Personality,Lifestyle,Social cognition and behavior,Parenting,Life history,Social and emotional development,NA","0.37,0.23,0.22,0.1,0.05,0.03,0","2,2,2,1,1,1,192",2,"Personality and individual differences,NA","1,0","2,39",2,2
"88","YOUth","Pubertal development scale (PDS)","both","puberty,development,gender,gender development,hormones,physical development,physical health,pubertal development,sex,sexe","2,1,1,1,1,1,1,1,1,1","adolescence,development,health,physiology,pubertal development,puberty,secondary sexual characteristics,sex characteristics","1,1,1,1,1,1,1,1","physical development,Physiology, pubertal development ,Physical health,gender development,Social and emotional development,questionnaire,NA","0.28,0.2,0.2,0.13,0.08,0.07,0.04,0","2,1,1,1,1,1,1,187",5,"Health,Life history,Physiology,development,NA","0.33,0.33,0.25,0.08,0","2,2,1,1,38",2,4
"89","YOUth","Quick Big Five (QBF)","both","personality,agreeableness,conscientiousness,extraversion,neuroticism,openness to experience,personality trait dimensions,personality traits questionnaire,quick big five","2,1,1,1,1,1,1,1,1","personality,agreeableness,big five,extroversion,introversion,neuroticism,risk seeking","2,1,1,1,1,1,1","Personality,Mental health,questionnaire,Social cognition and behavior,Social and emotional development,NA","0.61,0.11,0.11,0.08,0.08,0","3,1,1,1,1,191",3,"Personality and individual differences,NA","1,0","2,39",2,3
"90","YOUth","Reading behavior (FVL-1)","both","analyse leesgedrag,avi,begrijpend lezen,bibliotheek,cognition,emotionele ontwikkeling,geletterdheid,language,lees aanbod,lees achterstand,lees attitude,lees bevordering,lees en leer prestaties,lees motivatie,lees vaardigheid,lees voorbeeld,leesgedrag ouders,leesonderwijs,leesvaardigheid,lezen,ouder-kind interactie,prentenboek,schoolse vaardigheden,taalbegrip,taalontwikkeling,voorlezen,woordenschat","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","reading,behavior,cognition,development,language,reading behavior,reading skills,vocabulary","2,1,1,1,1,1,1,1","reading,Cognition,language,media use,taalontwikkeling,questionnaire,Parenting,Lifestyle,Social cognition and behavior,Social and emotional development,ouder-kind interactie ,NA","0.22,0.13,0.13,0.11,0.08,0.07,0.06,0.06,0.06,0.06,0.03,0","1,1,1,1,1,1,1,1,1,1,1,186",3,"Cognition,Lifestyle,Personality and individual differences,NA","0.5,0.33,0.17,0","2,1,1,39",2,2
"91","YOUth","Resting state experiment (rsMRI)","both","brain connectivity,brain acitivity,brain connectivity development,brain functioning,brain networks,functional mri,resting state,resting state mri","2,1,1,1,1,1,1,1","imaging,mri,brain development,brain functioning,brain imaging,functional imaging,physiology,resting state,structural imaging","2,2,1,1,1,1,1,1,1","Physiology,brain development,Cognition,brain functioning,NA","0.33,0.33,0.25,0.08,0","2,1,1,1,190",2,"Physiology,NA","1,0","2,39",2,2
"92","YOUth","Sleep self report (SSR)","both","sleep,child,problematic sleep,questionnaire,self report questionnair,sleep behaviour,sleep development,sleeping behavior","3,1,1,1,1,1,1,1","sleep,behavior,chronotype,insomnia,sleep behavior","2,1,1,1,1","Lifestyle,Physical health,Physiology,Mental health,NA","0.33,0.25,0.22,0.19,0","3,2,1,2,192",3,"Health,Personality and individual differences,Lifestyle,NA","0.5,0.33,0.17,0","2,1,1,39",2,3
"93","YOUth","Social Responsiveness Scale for Adults (SRS-A)","both","autism,asd,autism spectrum,autistic traits,psychopathology,questionnaire,social cognition,social responsiveness,social skills,srs-a,subclinical traits","2,1,1,1,1,1,1,1,1,1,1","autism,asd,autistic traits,diagnosis,mental health,personality,psychiatry,psychology,social competence,social responsiveness,theory of mind","2,1,1,1,1,1,1,1,1,1,1","Mental health,Social cognition and behavior,Social and emotional development,Personality,NA","0.42,0.33,0.17,0.08,0","2,2,2,1,192",2,"Personality and individual differences,Social competence,mental health,Health,NA","0.33,0.33,0.25,0.08,0","2,2,1,1,38",2,2
"94","YOUth","Social Support List (SSL)","both","","","companionship,emotional support,financial support,friendships,peers,relationships,social competence,social environment,social support","1,1,1,1,1,1,1,1,1","Social and emotional development,NA","1,0","1,192",1,"Social competence,social environment,social network,NA","0.5,0.33,0.17,0","1,1,1,37",2,0
"95","YOUth","Spoken language in child's environment and Clinical Evaluation of Language Fundamentals (CELF-4 pragmatics)","both","language development,childhood,language acquisition,language input,pragmatics,questionnaire","2,1,1,1,1,1","language,cognition,development,ethnicity,language acquisition,language development,language skills,pragmatics,verbal intelligence","2,1,1,1,1,1,1,1,1","language development,Cognition,Social cognition and behavior,language,Social and emotional development,childhood,questionnaire,NA","0.25,0.17,0.17,0.17,0.08,0.08,0.08,0","1,1,1,1,1,1,1,188",2,"Demographics,environment,Cognition,Life history,NA","0.5,0.25,0.17,0.08,0","2,1,1,1,38",2,2
"96","YOUth","Strengths and difficulties questionnaire (SDQ)","both","behavioral problems,social competence,,difficulties,emotionele problemen,externalizing problems,gedragsproblemen,hyperactiviteit/aandachtstekort,internalizing problems,kwaliteiten,peer relations,personality,problem behavior,problemen met leeftijdsgenoten,prosociaal gedrag,prosocial behavior,psychopathology,psychosocial development,psychosocial problems,psychosociale problematiek,questionnaire,screening,sdq,social cognition,social skills,strengths,vaardigheden,vroegsignalering","2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,mental health,personal competence,personality,prosocial behavior,psychiatry,psychology,self identity,self perception,social competence","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","Social and emotional development,Personality,Mental health,Social cognition and behavior,psychosocial problems,Cognition,screening,vroegsignalering,NA","0.33,0.21,0.15,0.14,0.1,0.03,0.02,0.01,0","5,4,4,3,1,1,1,1,189",5,"Personality and individual differences,mental health,Health,Social competence,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,38",2,5
"97","YOUth","Teacher Report Form (TRF)","both","childhood,externalizing problems,internalizing problems,mental health,psychopathology,social and emotional development","1,1,1,1,1,1","academic performance,adhd,aggression,behavior,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,mental health,problem behavior,psychology,psyhiatry,school,skills,teacher","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","Mental health,psychosocial problems,Social and emotional development,psychopathology,questionnaire,childhood,NA","0.29,0.25,0.17,0.12,0.08,0.08,0","2,1,1,1,1,1,188",2,"mental health,Health,Personality and individual differences,Social competence,NA","0.33,0.25,0.25,0.17,0","1,2,1,1,38",2,2
"98","YOUth","The Children's Behavior Questionnaire (CBQ)","both","3-7 years,behavior,behavior questionnaire,cbq,child,child temperament questionnaire,childhood,development,effortful control (item) q.),emotional affectivity (item) questionnaire,extraversion (item)) q.,middle childhood,personality,self-regulation (item) questionnaire,temperament","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","personality,temperament,affect,behavior,effortful control,extraversion,introversion,middle childhood,psychology","3,2,1,1,1,1,1,1,1","Social and emotional development,Personality,temperament child,Social cognition and behavior,Cognition,emotional development child,NA","0.33,0.32,0.13,0.1,0.08,0.03,0","2,2,1,1,1,1,190",2,"Personality and individual differences,Social competence,NA","0.83,0.17,0","2,1,39",2,2
"99","YOUth","The Early Childhood Behavior Questionnaire (ECBQ)","both","","","personality,temperament,behavior,development,early childhood,emotion regulation,psychology,responsiveness","2,2,1,1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,Social competence,NA","0.83,0.17,0","2,1,39",2,0
"100","YOUth","The Temperament in Middle Childhood Questionnaire (TMCQ)","both","temperament,middle childhood,personality,affect,aggression,behavioral control,development,effortful control,emotion,emotion regulation,psychology,questionnaire","3,2,2,1,1,1,1,1,1,1,1,1","personality,temperament,affect,behavior,effortful control,emotion regulation,extraversion,introversion,middle childhood,self regulation","2,2,1,1,1,1,1,1,1,1","Personality,Social and emotional development,Social cognition and behavior,Mental health,NA","0.36,0.35,0.23,0.06,0","4,4,4,1,192",4,"Personality and individual differences,Social competence,Cognition,NA","0.75,0.17,0.08,0","2,1,1,39",2,4
"101","YOUth","Trust game","both","social cognition,prosocial behavior,trust,empathy,reciprocity,social behavior,social competence","3,2,2,1,1,1,1","prosocial behavior,social cognition,social competence,trust,cognition,experiment,social behavior","2,2,2,2,1,1,1","Social cognition and behavior,Social and emotional development,Personality,experiment,Cognition,NA","0.47,0.32,0.12,0.06,0.03,0","3,3,2,1,1,191",3,"Social competence,Personality and individual differences,Cognition,NA","0.67,0.17,0.17,0","2,1,1,39",2,3
"102","YOUth","Utrechtse Coping Lijst (UCL)","both","coping,questionnaire,behavior,behavioural development,cognition,coping strategy,coping style,problems,self-report","2,2,1,1,1,1,1,1,1","coping,stress,emotion regulation,life events,problem solving","2,2,1,1,1","Social and emotional development,Personality,Social cognition and behavior,Cognition,NA","0.48,0.22,0.2,0.1,0","2,2,1,1,192",2,"Health,mental health,Personality and individual differences,Life history,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,38",2,2
"103","YOUth","Wechsler Adult Intelligence Scale (WAIS)","both","cognition,iq,adulthood,intelligence,intelligentieprofiel,iq test,perceptueel redeneren,tiq,verbaal begrip,verwerkingssnelheid.,wais,werkgeheugen","2,2,1,1,1,1,1,1,1,1,1,1","cognition,intelligence,attention,executive functioning,executive functions,iq,memory,non-verbal intelligence,problem solving,spatial reasoning,verbal intelligence","2,2,1,1,1,1,1,1,1,1,1","Cognition,iq,intelligence,adulthood,NA","0.68,0.17,0.1,0.05,0","4,1,1,1,189",4,"Cognition,Personality and individual differences,NA","0.83,0.17,0","2,1,39",2,4
"104","YOUth","Wechsler Intelligence Scale for Children (WISC-III)","both","intelligence,childhood,children,cognition,cognitive development,iq","2,1,1,1,1,1","cognition,executive functioning,intelligence,attention,iq,memory,non-verbal intelligence,problem solving,reasoning,spatial reasoning,verbal intelligence","2,2,2,1,1,1,1,1,1,1,1","Cognition,iq,intelligence,cognitive development,childhood,NA","0.6,0.17,0.1,0.08,0.05,0","4,1,1,1,1,188",4,"Cognition,Personality and individual differences,NA","0.83,0.17,0","2,1,39",2,3
"105","YOUth","Wechsler Preschool and Primary Scale of Intelligence (WPPSI)","both","iq,,child,intelligence,iq measure","2,1,1,1,1","cognition,intelligence,problem solving,attention,executive functioning,iq,memory,non-verbal intelligence,spatial reasoning,verbal intelligence","2,2,2,1,1,1,1,1,1,1","Cognition,iq,intelligence,cognitive development,NA","0.44,0.22,0.22,0.11,0","3,1,1,1,189",3,"Cognition,Personality and individual differences,NA","0.83,0.17,0","2,1,39",2,2
"106","YOUth","Work demographics","both","achtergrondinformatie,dagelijks leven,leefomgeving,omgeving,opleidingsniveau,ses,werk","1,1,1,1,1,1,1","demographics,work,lifestyle,occupation,ses","2,2,1,1,1","Demographics,work environment,NA","0.67,0.33,0","1,1,191",1,"Demographics,Lifestyle,Life history,NA","0.75,0.17,0.08,0","2,1,1,39",2,1
