"","Cohort","Instrument_name","Assessed","Keywords_survey","Keyword_count_survey","Keywords_pilot","Keyword_count_pilot","Categories_survey","Priority_scores_survey","Times_mentioned_survey","Respondents_survey","Categories_pilot","Priority_scores_pilot","Times_mentioned_pilot","Respondents_pilot","Keyword_respondents_survey"
"90","RADAR","Time Spent with Others (TI)","both","adolescent peer relationships,depending on which relationship is assessed),friendships (etc,relationship quality; parent-child relationships","1,1,1,1","leisure time,peers,relationships,social competence,social interaction,social relationships","1,1,1,1,1,1","Social and emotional development,relationship quality,Parenting,NA","0.67,0.25,0.08,0","2,1,1,191",2,"Social competence,Lifestyle,NA,social interaction","0.67,0.33,0,0","1,1,38,1",1,2
"91","RADAR","Triangular Love Scale (TL)","both","intimacy,relationship quality,romantic relationship,young adulthood","1,1,1,1","commitment,intimacy,intimate relationship,relationship quality,relationships,romantic interaction,romantic relationship,romantic relationships,social competence","1,1,1,1,1,1,1,1,1","Social and emotional development,relationship quality,NA","0.67,0.33,0","1,1,191",1,"Social competence,social interaction,NA","0.67,0.33,0","2,1,38",2,1
"92","RADAR","U-MICS (Best friend)","pilot",NA,NA,"friendships,identity,peers,social competence","1,1,1,1",NA,NA,NA,NA,"Social competence,NA,identity","1,0,0","1,38,1",1,NA
"93","RADAR","U-MICS (Partner)","pilot",NA,NA,"commitment,identity,relationships,romantic relationship,social competence","1,1,1,1,1",NA,NA,NA,NA,"Social competence,NA,identity","1,0,0","1,38,1",1,NA
"94","RADAR","U-MICS (School)","pilot",NA,NA,"commitment,education,identity,school","1,1,1,1",NA,NA,NA,NA,"Personality and individual differences,NA,identity","1,0,0","1,38,1",1,NA
"95","RADAR","U-MICS (Work)","pilot",NA,NA,"commitment,demographics,identity,motivation,work","1,1,1,1,1",NA,NA,NA,NA,"Personality and individual differences,NA,identity","1,0,0","1,38,1",1,NA
"96","RADAR","Utrecht-Management of Identity Committments Scale (U-MICS)","survey",",adjustment,adolescent development,developmental tasks,identity,personal identity","1,1,1,1,1,1",NA,NA,"Social cognition and behavior,Social and emotional development,Personality,Lifestyle,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,192",1,NA,NA,NA,NA,1
"97","RADAR","Victimization (Slachtofferschap, SS)","both","","","aggression,victimization,abuse,delinquency,health,peer interaction,social interaction,trauma","2,2,1,1,1,1,1,1","Social and emotional development,NA","1,0","1,192",1,"mental health,Health,Life history,Social competence,NA","0.33,0.25,0.25,0.17,0","1,2,1,1,38",2,1
"98","RADAR","Wechsler Intelligence Scale for Children (WISC)","both","children's intelligence,cognitive functioning,intelligence test","1,1,1","cognition,intelligence,cognitive development,executive functioning,problem solving,spatial reasoning","2,2,1,1,1,1","cognitive functioning,NA","1,0","1,191",1,"Cognition,NA","1,0","1,39",1,1
"99","RADAR","Workpresentation (WP)","both","adaptation,general functioning,social adjustment,social functioning","1,1,1,1","career success,demographics,motivation,work,work achievement,work functioning","1,1,1,1,1,1","Social cognition and behavior,Personality,Mental health,NA","0.5,0.33,0.17,0","1,1,1,192",1,"Demographics,Life history,NA,school & work","0.5,0.5,0,0","1,1,38,1",1,1
"100","RADAR","Year of birth","pilot",NA,NA,"demographics,age","2,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"101","RADAR","Youth Self-Report (YSR)","both","","","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,disruptive behavior,externalizing behavior,externalizing symptoms,internalizing behavior,mental health,problem behavior,psychiatry,psychology,psychopathology","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
