"","Cohort","Instrument_name","Assessed","Keywords_survey","Keyword_count_survey","Keywords_pilot","Keyword_count_pilot","Categories_survey","Priority_scores_survey","Times_mentioned_survey","Respondents_survey","Categories_pilot","Priority_scores_pilot","Times_mentioned_pilot","Respondents_pilot","Keyword_respondents_survey"
"108","GenR","Home and family situation","both","","","demographics,family composition,finance,income,social economic status","1,1,1,1,1","Parenting,Physiology,NA","0.67,0.33,0","1,1,192",1,"Demographics,NA","1,0","1,39",1,1
"109","GenR","Home environment assessment","both","attachment,parent-child relationship,parenting behavior","1,1,1","attachment,development,environment,involvement,parent-child relationship,parenting","1,1,1,1,1,1","Parenting,Social and emotional development,Social cognition and behavior,Mental health,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,192",1,"Parenting,Demographics,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,1
"110","GenR","Home situation","both","","","demographics,family composition,life history,neighborhood","1,1,1,1","NA","NaN","192",0,"Demographics,NA","1,0","1,39",1,0
"111","GenR","Income and expenses","both","adolescent income,child expenses,child income,ses,spending behavior","1,1,1,1,1","demographics,finance,income,social economic status,work","1,1,1,1,1","Demographics,Lifestyle,NA","0.5,0.5,0","1,1,192",2,"Demographics,NA","1,0","1,39",1,2
"112","GenR","Infant Behavior Questionnaire - Revised (IBQ)","both","","","behavior,emotion regulation,personality,temperament","1,1,1,1","Mental health,Parenting,Life history,NA","0.5,0.25,0.25,0","1,1,1,192",1,"Personality and individual differences,NA","1,0","1,39",1,1
"113","GenR","Interaction with friends and family","both","cbcl,competence scale,getting along,playing outside,social interaction,social relationships","1,1,1,1,1,1","family functioning,friendships,leisure time,peers,play,relationship,social competence","1,1,1,1,1,1,1","Social cognition and behavior,Social and emotional development,NA","0.67,0.33,0","1,1,192",1,"Social competence,NA","1,0","1,39",1,1
"114","GenR","International physical activity questionnaire (IPAQ)","both","physical activity,mental health,moving,parental activity","2,1,1,1","activity,behavior,exercise,health,physiology,sedentary behavior","1,1,1,1,1,1","Physical health,parental physical health,Mental health,Parenting,Lifestyle,NA","0.48,0.2,0.17,0.1,0.05,0","2,1,1,1,1,191",2,"Lifestyle,NA","1,0","1,39",1,2
"115","GenR","Interpersonal callousness measure and Inventory of Callous-Unemotional Traits","pilot",NA,NA,"antisocial behavior,callousness,developmental psychology,diagnosis,emotion,empathy,psychiatry,psychology,psychopathy,theory of mind","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,NA
"116","GenR","Interpersonal conflict questionnaire","both","","","conflicts,problem solving,relationships,social competence","1,1,1,1","NA","NaN","192",0,"Social competence,NA","1,0","1,39",1,0
"117","GenR","Intima-media thickness","both","","","arteries,blood vessels,cardiovaculair,cardiovascular disease,coronary artery disease,imaging,plaque","1,1,1,1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"118","GenR","Inventory of Callous-Unemotional Traits","both","antisocial personality disorder,callous-unemotional,callous traits,conduct disorder,cu traits,lack of empathy,personality","1,1,1,1,1,1,1","antisocial behavior,callousness,conduct disorder,diagnosis,emotion,empathy,psychiatry,psychology,psychopathy,social competence","1,1,1,1,1,1,1,1,1,1","Social and emotional development,Personality,Social cognition and behavior,Mental health,NA","0.34,0.24,0.22,0.19,0","2,2,2,2,192",2,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,2
"119","GenR","Kidney development","both","","","bladder,development,ecography,imaging,kidney,physiology,urine","1,1,1,1,1,1,1","Physiology,Physical health,NA","0.67,0.33,0","1,1,192",1,"Physiology,NA","1,0","1,39",1,1
"120","GenR","Language","both","bilingual,language,multilingual","1,1,1","cognition,development,education,ethnicity,language","1,1,1,1,1","Demographics,Life history,NA","0.67,0.33,0","1,1,192",1,"Cognition,Demographics,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,1
"121","GenR","Language development survey. LDS","both","language,speech,language development,vocabulary","2,2,1,1","cognition,development,education,language,verbal intelligence","1,1,1,1,1","Cognition,Physical health,NA","0.83,0.17,0","2,1,192",2,"Cognition,NA","1,0","1,39",1,2
"122","GenR","Leiden Inventory of Stability in center care (LIDS) and Leiden Inventory of well being in day care (LICW-D).","pilot",NA,NA,"child care,family composition,parenting,stability,wellbeing","1,1,1,1,1",NA,NA,NA,NA,"mental health,Demographics,Parenting,NA","0.5,0.25,0.25,0","1,1,1,38",1,NA
"123","GenR","Leisure time","both","physical activities,social behavior,social relationships","1,1,1","covid,excercise,hobbies,leisure time,play,sedentary behavior,sport","1,1,1,1,1,1,1","Lifestyle,Mental health,Physical health,NA","0.5,0.33,0.17,0","1,1,1,192",1,"Lifestyle,NA","1,0","1,39",1,1
"124","GenR","Life event interview","both","adverse events,environmental exposures,stress","1,1,1","abuse,conflict,coping,hospitalization,life event,life history,neglect,poverty,stress,trauma","1,1,1,1,1,1,1,1,1,1","Parenting,Mental health,Life history,Social and emotional development,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,192",1,"Life history,NA","1,0","1,39",1,1
"125","GenR","Life events","both","adverse experiences,early life stress,life events interview,trauma","1,1,1,1","abuse,life events,life history,neglect,poverty,trauma","1,1,1,1,1,1","Life history,Lifestyle,NA","0.67,0.33,0","1,1,192",1,"Life history,NA","1,0","1,39",1,1
"126","GenR","Lifestyle","both","alcohol,caffeine,cannabis,coffee,drug,eating,gambling,lifestyle,physical activity","1,1,1,1,1,1,1,1,1","alcohol,caffeine,food preference,lifestyle,physical acitivity,risky behavior,sedentary behavior,smoking,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1","Lifestyle,Physical health,NA","0.67,0.33,0","1,1,192",1,"Lifestyle,NA","1,0","1,39",1,1
"127","GenR","Living conditions (GLOBE)","both","","","child care,demographics,education,family composition,finance,income,social economic status,work","1,1,1,1,1,1,1,1","NA","NaN","192",0,"Demographics,NA","1,0","1,39",1,0
"128","GenR","Loneliness scale","both","","","coping,depression,loneliness,psycholohy,social competence,wellbeing","1,1,1,1,1,1","NA","NaN","192",0,"mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,0
"129","GenR","Lung function (through airway resistance)","both","","","endurance,excercise,health,lung,lung capacity,physiology","1,1,1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"130","GenR","Lung: fractional exhaled nitric ocide (feno) - airway inflammation","both","airway inflammation,fractional exhaled nitric oxide,lung","1,1,1","allergies,biomarker,health,inflammation,omics,physiology","1,1,1,1,1,1","Physiology,Physical health,NA","0.67,0.33,0","1,1,192",1,"Physiology,NA","1,0","1,39",1,1
"131","GenR","Lungs: Allergy test","both","allergy,lung problems","1,1","allergies,health,lungs,physiology","1,1,1,1","Physical health,NA","1,0","1,192",1,"Health,Physiology,NA","0.5,0.5,0","1,1,39",1,1
"132","GenR","Lungs: Exercise test (Steep Ramp Test)","both","biological measures,lung capacity","1,1","endurance,excersice,health,lungs,physiology,stamina","1,1,1,1,1,1","Physiology,Physical health,NA","0.67,0.33,0","2,1,192",2,"Physiology,NA","1,0","1,39",1,2
"133","GenR","Macarthur Communicative Development Inventory (MCDI)","both","communication,language development,social interaction","1,1,1","cognition,communication,development,language,verbal intelligence","1,1,1,1,1","Social cognition and behavior,Social and emotional development,Personality,Parenting,Cognition,NA","0.33,0.27,0.2,0.13,0.07,0","1,1,1,1,1,192",1,"Cognition,NA","1,0","1,39",1,1
"134","GenR","Marital status and relationship quality","both","family,marital status,parenting","1,1,1","demographics,marital status,parent-child relationship,relationships,romantic relationships","1,1,1,1,1","Demographics,Lifestyle,Parenting,NA","0.5,0.33,0.17,0","1,1,1,192",1,"Social competence,Demographics,NA","0.67,0.33,0","1,1,39",1,1
"135","GenR","Matching, building with blocks, folding paper, copying; playing (non-verbal cognition) (PARCA)","both","executive functioning,motor development","1,1","cognition,non-verbal congition,problem solving,spatial reasoning","1,1,1,1","Cognition,behavior,NA","0.67,0.33,0","1,1,191",1,"Cognition,NA","1,0","1,39",1,1
"136","GenR","Maternity blues symptoms","both","birth,depression,maternal depression,maternal mental health,maternity blues,mental health,mood disorders,postpartum,postpartum depression,psychopathology","1,1,1,1,1,1,1,1,1,1","anxiety,attention,depression,emotion regulation,feelings,postpartum depression,psychology,wellbeing","1,1,1,1,1,1,1,1","Mental health,Parenting,Personality,Social and emotional development,NA","0.72,0.11,0.11,0.06,0","3,1,1,1,192",3,"mental health,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,38",1,3
"137","GenR","McKnight Risk Factor Survey (MRFS-III)","both","body image,self-esteem","1,1","body image,physiology,self perception,wellbeing","1,1,1,1","Mental health,NA","1,0","1,192",1,"Personality and individual differences,NA","1,0","1,39",1,1
"138","GenR","Medical history of family","both","","","family composition,health,life history,medical history","1,1,1,1","NA","NaN","192",0,"Health,Life history,NA","0.5,0.5,0","1,1,39",1,0
"139","GenR","Medication and vitamin use","pilot",NA,NA,"health,medication,nutrition,pregnancy,supplements,vitamin","1,1,1,1,1,1",NA,NA,NA,NA,"Life history,Health,NA","0.67,0.33,0","1,1,39",1,NA
"140","GenR","Moral Development/Conscience","both","moral development,conscience","3,2","conscience,development,empathy,morals,theory of mind","1,1,1,1,1","Social and emotional development,Social cognition and behavior,moral development ,Mental health,NA","0.56,0.28,0.11,0.06,0","3,2,1,1,191",3,"Personality and individual differences,Social competence,NA","0.67,0.33,0","1,1,39",1,3
"141","GenR","Mother-child interaction","both","attachment,behavior problems,etch-a-sketch,mother-child interaction,mother-child relationship,observational measure,observations,oversensitivity,parent-child interaction,parental sensitivity,parenting","2,1,1,1,1,1,1,1,1,1,1","attchment,behavior,externalizing behavior,internalizing behavior,observation,parent-child relationship,parenting","1,1,1,1,1,1,1","Parenting,Social and emotional development,Mental health,Personality,NA","0.69,0.18,0.1,0.03,0","3,2,1,1,192",3,"Parenting,NA","1,0","1,39",1,3
"142","GenR","Mother and Baby Scale (MABS)","both","feeding,infant alertness,mother-child interaction,sleeping","1,1,1,1","attachment,nutirtion,parent-child relationship,parenting,sleep","1,1,1,1,1","Parenting,infant behaviour,NA","0.67,0.33,0","1,1,191",1,"Parenting,NA","1,0","1,39",1,1
"143","GenR","Motor development","both","","","development,independence,language,milestones,motor,motor skills,physiology,social competence,social skills","1,1,1,1,1,1,1,1,1","Parenting,Physiology,NA","0.67,0.33,0","1,1,192",1,"Life history,Personality and individual differences,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,1
"144","GenR","Movement (exercise)","both","","","excercise,leisure time,sedentary behavior,sport","1,1,1,1","NA","NaN","192",0,"Lifestyle,NA","1,0","1,39",1,0
"145","GenR","MRI","both","body mri,magnetic resonance imaging,mri","1,1,1","imaging,mri,physiology,structural imaging","1,1,1,1","Physical health,Physiology,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,192",1,"Physiology,NA","1,0","1,39",1,1
"146","GenR","MRI brain imaging","both","brain function,brain functional connectivity,brain imaging,brain morphology,brain size,brain structure,brain volume,connectivity,imaging,magnetic resonance imaging,microstructural integrity,mri,neurimaging,neurology,resting-state functional mri,white matter microstructure","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","brain imaging,brain morphology,brain structure,connectivity,dti,fmri,functional brain imaging,imaging,mri,structural brain imaging","1,1,1,1,1,1,1,1,1,1","Physiology,neurobiology,Physical health,Mental health,NA","0.5,0.25,0.17,0.08,0","2,1,1,1,191",2,"Physiology,NA","1,0","1,39",1,2
"147","GenR","Multidimensional Scale of Perceived Social Support","both","","","coping,friendships,peers,relationships,social comepetence,support","1,1,1,1,1,1","NA","NaN","192",0,"Social competence,NA","1,0","1,39",1,0
"148","GenR","Nasal and nasalpharyngeal swabs for examination of bacterial carriage","both","","","bacceria,biological sample,biomarker,infection,swabs","1,1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"149","GenR","Neonatal Perception Inventory, perception of own infant","both","","","behavior,parenting,pregnancy,psychology","1,1,1,1","NA","NaN","192",0,"Life history,Personality and individual differences,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,0
"150","GenR","Neuropsychological development (NEPSY-II)","both","attention,cognition,cognitive functions,executive function,executive functioning,inhibitory control,intelligence,memory,neurocognitive performance,neuropsychological domains,self-regulation,shifting","1,1,1,1,1,1,1,1,1,1,1,1","attention,cognition,development,executive functioning,language,learning,memory,psychology,spatial reasoning","1,1,1,1,1,1,1,1,1","Cognition,Social cognition and behavior,cognitive functions,cognitive functioning,NA","0.5,0.22,0.17,0.11,0","3,2,1,1,190",3,"Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,3
"151","GenR","Nijmeegse parental stress index","both","parental stress,parenthood stress","1,1","coping,parenting,stress","1,1,1","Mental health,Parenting,Social and emotional development,Personality,NA","0.65,0.2,0.1,0.05,0","2,1,1,1,192",2,"mental health,Parenting,NA","0.67,0.33,0","1,1,38",1,2
"152","GenR","Non-verbal IQ: Snijders-Oomen Niet-verbale intelligentie Test–Revisie (SON-R 2 1?2-7)","both","","","cognition,non-verbal intelligence,problem solving,spatial reasoning","1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"153","GenR","Obstructive Sleep Apnea (OSA) questionnaire","both","obstructive sleep apnea,sleep problems","1,1","apnea,health,sleep","1,1,1","Lifestyle,Physical health,Mental health,NA","0.5,0.25,0.25,0","1,1,1,192",1,"Health,NA","1,0","1,39",1,1
"154","GenR","Opportunity for Prosocial Actions","both","","","friendships,peers,prosocial behavior,relationships,social competence","1,1,1,1,1","Social cognition and behavior,Social and emotional development,Mental health,NA","0.4,0.4,0.2,0","1,1,1,192",1,"Social competence,NA","1,0","1,39",1,1
"155","GenR","Parental bonding inventory","both","","","attachment,parent-child relationship,parenting,relationships,support","1,1,1,1,1","NA","NaN","192",0,"Parenting,NA","1,0","1,39",1,0
"156","GenR","Parental sensitivity","both","parent-child interaction,parental sensitivity,parenting","1,1,1","parent-child relationship,parenting,support","1,1,1","Parenting,Social cognition and behavior,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,192",1,"Parenting,NA","1,0","1,39",1,1
"157","GenR","Parenting practices","both","parental monitoring,parenting,monitoring,parental control,parenting practices","2,2,1,1,1","parent-child relationship,parenting","1,1","Parenting,NA","1,0","2,192",2,"Parenting,NA","1,0","1,39",1,2
"158","GenR","Pediatric daytime sleepiness scale (PDSS)","both","","","development,health,sleep","1,1,1","NA","NaN","192",0,"Health,NA","1,0","1,39",1,0
"159","GenR","Perceived parental rearing","both","maternal perceived parenting,maternal perceived rearing,parental history,parenting,perceived parenting","1,1,1,1,1","parent-child relationship,parenting","1,1","parental history,Parenting,parental life history,Life history,NA","0.33,0.25,0.25,0.17,0","1,2,1,1,190",2,"Parenting,NA","1,0","1,39",1,2
"160","GenR","Perceived stress.","both","stress,perceived stress,lifestyle,maternal stress","4,2,1,1","coping,psychology,stress,wellbeing","1,1,1,1","Mental health,Parenting,maternal mental health,Lifestyle,NA","0.67,0.12,0.12,0.08,0","4,2,1,1,191",4,"mental health,Personality and individual differences,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,4
"161","GenR","Personal circumstances (incl. income) - GLOBE","both","","","demographics,family compostion,finance,income,social economic status,work","1,1,1,1,1,1","NA","NaN","192",0,"Demographics,NA","1,0","1,39",1,0
"162","GenR","Physical appearance","both","3d picture,bmi,body morphology,looks,physical appearance","1,1,1,1,1","imaging,physical characteristics,physiology","1,1,1","body morphology,Physical health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,191",2,"Physiology,NA","1,0","1,39",1,2
"163","GenR","Physical characteristics (hair, eye, skin color mother and child)","both","physical characteristics,ancestry,cortisol,ethnicity,external characteristics,physical","2,1,1,1,1,1","physical characteristics,physiology","1,1","Physiology,Demographics,physical characteristics,NA","0.5,0.25,0.25,0","2,1,1,191",4,"Physiology,NA","1,0","1,39",1,4
"164","GenR","Physical exercise","both","","","covid,excercise,health,lifestyle,sedentary behavior,sport","1,1,1,1,1,1","NA","NaN","192",0,"Lifestyle,Life history,NA","0.5,0.5,0","1,1,39",1,0
"165","GenR","Physical health (chronic somatic diseases)","both","physical health,chronic disease,somatic complaints,chronic diseases,disease,health,somatic development,somatic diseases,somatic symptoms","3,2,2,1,1,1,1,1,1","allergies,chronic disorders,diabetes,diseases,handicaps,health,medical care,somatic complaints","1,1,1,1,1,1,1,1","Physical health,Physiology,Life history,somatic diseases,development,NA","0.73,0.1,0.07,0.07,0.03,0","5,2,1,1,1,190",5,"Health,NA","1,0","1,39",1,5
"166","GenR","Pittsburgh Sleep Quality Index (PSQI), 9 items","both","circadian rhythm,sleep,sleep duration,sleep problems","1,1,1,1","health,insomnia,sleep","1,1,1","sleep,sleep problems,circadian rhythm,Lifestyle,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,189",1,"Health,NA","1,0","1,39",1,1
"167","GenR","Placental haeomynamics including resistance indices of the uterine and umbilical arteries","both","","","arteries,imaging,pregnancy","1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"168","GenR","Playing outside","both","exercise,outdoor psychical activity,physical activity,sedentary behaviors","1,1,1,1","excercise,hobbies,leisure time,play,sedentary behavior,sports","1,1,1,1,1,1","Lifestyle,Physical health,Personality,Social and emotional development,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,192",1,"Lifestyle,NA","1,0","1,39",1,1
"169","GenR","Postnatal emotional problems and treatment","both","","","anxiety,birth,depression,diagnosis,emotion,medical care,postpartum depression,pregnancy,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Life history,NA","0.67,0.33,0","1,1,38",1,0
"170","GenR","Pre-school, after-school and out-of school care","both","","","child care,demographics,education,school","1,1,1,1","NA","NaN","192",0,"Demographics,NA","1,0","1,39",1,0
"171","GenR","Pregnancy complications and outcomes","both","","","birth,complications,gestational diabetes,health,heat cot,pregnancy,preterm","1,1,1,1,1,1,1","pregnancy,NA","1,0","1,191",1,"Health,Life history,NA","0.5,0.5,0","1,1,39",1,1
"172","GenR","Pregnancy outcome list","both","","","anxiety,depression,health,mental health,pregnancy,psychology","1,1,1,1,1,1","NA","NaN","192",0,"Life history,Health,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,0
"173","GenR","Previous pregnancies","both","","","abortions,birth,breastfeeding,delivery,diseases,gestational age,health,life history,miscarriages,pregnancy","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Life history,Health,NA","0.67,0.33,0","1,1,39",1,0
"174","GenR","Prosocial behavior - SDQ","both","","","developmental psychology,empathy,prosocial behavior,psychology,social competence,social skills","1,1,1,1,1,1","NA","NaN","192",0,"mental health,Social competence,NA","0.67,0.33,0","1,1,38",1,0
"175","GenR","Prosocial Tendencies Measures","both","helping others,prosocial behavior,prosocial behaviour","1,1,1","empathy,prosocial behavior,psychology,social competence,social skills","1,1,1,1,1","prosocial behavior,Personality,Social cognition and behavior,NA","0.5,0.33,0.17,0","1,1,1,191",2,"Social competence,NA","1,0","1,39",1,2
"176","GenR","Psychological assistence","both","mental health,treatment,mental health care,psychological disorder,psychological problems","2,2,1,1,1","diagnosis,medical care,mental health,psychiatry,psychology,therapy,treatment","1,1,1,1,1,1,1","Mental health,Lifestyle,care use,NA","0.67,0.17,0.17,0","2,1,1,191",2,"mental health,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,38",1,2
"177","GenR","Pubertal development","both","development of secondary sexual characteristics,pubertal development,puberty","1,1,1","development,health,life history,puberty,secondary sexual characteristics","1,1,1,1,1","Physiology,Physical health,NA","0.67,0.33,0","1,1,192",1,"Life history,Health,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,1
"178","GenR","Ravens advanced progressive matrices test. Set I","both","cognition,iq,maternal iq","1,1,1","cognition,intelligence,problem solving,spatial reasoning","1,1,1,1","Cognition,Social cognition and behavior,NA","0.67,0.33,0","1,1,192",1,"Cognition,NA","1,0","1,39",1,1
"179","GenR","Referred for treatment for emotional or behavioral problems","both","","","diagnosis,medical care,psychiatry,psychology,therapy,treatment","1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,38",1,0
"180","GenR","Religion","both","christian,jewish,muslim,religion,religious practices","1,1,1,1,1","demographics,religion","1,1","Demographics,NA","1,0","1,192",1,"Demographics,NA","1,0","1,39",1,1
"181","GenR","Risk taking","both","","","development,personality,puberty,risk seeking,risky behavior,sexual behavior,substance abuse,substance use,temperament","1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,Life history,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,0
"182","GenR","Road traffic noise exposure","pilot",NA,NA,"demographics,environment,noise,pollution","1,1,1,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"183","GenR","Rosenberg scale","both","","","personality,psychology,self esteem,wellbeing","1,1,1,1","Personality,Mental health,Social cognition and behavior,Social and emotional development,NA","0.4,0.2,0.2,0.2,0","1,1,1,1,192",1,"Personality and individual differences,NA","1,0","1,39",1,1
"184","GenR","Scale of Van der Wal","both","maternal sensitivity,parent-child relationship","1,1","attachment,child care,parent-child relationship,parenting","1,1,1,1","Parenting,Mental health,Personality,Social and emotional development,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,192",1,"Parenting,NA","1,0","1,39",1,1
"185","GenR","School (conditions to study at home)","both","education during covid,home education facilities,online education,studying from home","1,1,1,1","covid,demographics,education,home situation,school,social economic status","1,1,1,1,1,1","education,Demographics,Cognition,Lifestyle,Parenting,Physical health,Mental health,NA","0.33,0.17,0.14,0.14,0.07,0.07,0.07,0","1,1,1,1,1,1,1,191",2,"Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,2
"186","GenR","School career","both","","","cognition,demographics,education,intelligence,school,truancy","1,1,1,1,1,1","NA","NaN","192",0,"Life history,Demographics,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,0
"187","GenR","School enjoyment","both","joy at school,school enjoyment","1,1","education,school","1,1","Social and emotional development,Mental health,NA","0.67,0.33,0","1,1,192",1,"Personality and individual differences,Life history,NA","0.67,0.33,0","1,1,39",1,1
"188","GenR","School of child","both","cognition,education,educational level,school","1,1,1,1","","","Cognition,Social cognition and behavior,Mental health,Social and emotional development,NA","0.43,0.29,0.14,0.14,0","1,1,1,1,192",1,"Life history,Demographics,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,1
"189","GenR","Screen for child anxiety related disorders (SCARED)","both","anxiety,child,mental health,psychological disorders,psychopathology","3,1,1,1,1","anxiety,depression,developmental psychology,diagnosis,mental health,phobias,psychiatry,psychology","1,1,1,1,1,1,1,1","Mental health,anxiety,psychopathology,Personality,Social and emotional development,Life history,NA","0.41,0.28,0.11,0.1,0.07,0.03,0","3,2,1,1,1,1,189",3,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,3
"190","GenR","Screentime (tv, video, dvd, pc)","both","gaming,parental supervision,parenting,physical heath,screen time,tv watching,use of screens","1,1,1,1,1,1,1","gaming,hobbies,leisure time,parenting,screen time,sedentary behavior,social media,supervision","1,1,1,1,1,1,1,1","Parenting,Physical health,Lifestyle,activities in free time,NA","0.33,0.33,0.25,0.08,0","2,1,1,1,191",2,"Lifestyle,NA","1,0","1,39",1,2
"191","GenR","Short big five inventory (BFI-s)","both","big 5 personalities,personality","1,1","agreeableness,conscientiousness,extroversion,interoversion,neuroticism,personality,risk taking","1,1,1,1,1,1,1","Personality,NA","1,0","1,192",1,"Personality and individual differences,NA","1,0","1,39",1,1
"192","GenR","Short Ruminative Response Scale (RRS) questionnaire","both","","","anxiety,depression,mental health,obsessive compulsive disorder,psychology,rumination,thought problems","1,1,1,1,1,1,1","Mental health,Personality,NA","0.67,0.33,0","1,1,192",1,"mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,1
"193","GenR","Situation at home (ISAAC)","both","","","demographics,family composition,living situation,parenting,smoking,substance use,supervision","1,1,1,1,1,1,1","NA","NaN","192",0,"Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,0
"194","GenR","Skin color analysis","both","","","imgagin,physical characteristics,physiology,skin color,spectrophotometry","1,1,1,1,1","Demographics,ethnicity,NA","0.67,0.33,0","1,1,191",1,"Physiology,NA","1,0","1,39",1,1
"195","GenR","Skin swab (head, elbow)","both","","","allergies,biological sample,biomarkers,omics,physiology,swab","1,1,1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"196","GenR","Sleep diary","both","","","chronotype,insomnia,mental health,psychology,sleep","1,1,1,1,1","NA","NaN","192",0,"Health,Lifestyle,NA","0.5,0.5,0","1,1,39",1,0
"197","GenR","Sleep habits survey (SHS)","both","","","chronotype,insomnia,mental health,psychology,sleep","1,1,1,1,1","Lifestyle,NA","1,0","1,192",1,"Health,Lifestyle,NA","0.5,0.5,0","1,1,39",1,1
"198","GenR","Sleeping and toilet training","both","","","bedwetting,daytime enuresis,development,enuresis,incontinence,nighttime enuresis,psychology,sleep,toilet training","1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Life history,NA","1,0","1,39",1,0
"199","GenR","Sleeping regulatory problems","survey","circadian rhythm,sleep,sleep problems,sleeping","1,1,1,1",NA,NA,"Physiology,sleep,Physical health,sleep problems,brain development,circadian rhythm,NA","0.25,0.25,0.17,0.17,0.08,0.08,0","1,1,1,1,1,1,188",2,NA,NA,NA,NA,2
"200","GenR","Sleeping regulatory problems  (IBQ)","pilot",NA,NA,"chronotype,insomnia,psychology,sleep","1,1,1,1",NA,NA,NA,NA,"Health,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,NA
"201","GenR","Sleeping regulatory problems (Wolke)","pilot",NA,NA,"chronotype,insomnia,psychology,sleep","1,1,1,1",NA,NA,NA,NA,"Health,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,NA
"202","GenR","Smoking, alcohol, and drug use (cannabis/hashish, laughing gas)","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"203","GenR","Smoking, alcohol, and drug use (cannabis/hasj, laughing gas)","pilot",NA,NA,"addiction,alcohol,cannabis,cigrarettes,covid,lifestyle,smoking,soft drugs,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Lifestyle,Life history,NA","0.5,0.5,0","1,1,39",1,NA
"204","GenR","Social media, chatting and gaming","both","","","addiction,gaming,internet,social media","1,1,1,1","NA","NaN","192",0,"Lifestyle,NA","1,0","1,39",1,0
"205","GenR","Social readjusting rating scale","both","","","abuse,coping,life events,life history,neglect,psychology,stress,trauma","1,1,1,1,1,1,1,1","NA","NaN","192",0,"Life history,mental health,NA","0.67,0.33,0","1,1,38",1,0
"206","GenR","Social Responsiveness Scale","both","","","asd,autism,developmental psychology,empathy,mental health,psychiatry,psychology,social competence,social skills,theory of mind","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"207","GenR","Social stress (social circumstances)","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"208","GenR","Social stress (Social circumstances)","pilot",NA,NA,"demographics,environment,finance,income,neighborhood,relationships,social economic status,social stress,support,work","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,NA
"209","GenR","Social support list","both","social support,mental health,mother,ses,social network","2,1,1,1,1","friendships,relationships,social competence,social support","1,1,1,1","Demographics,Social cognition and behavior,Mental health,Lifestyle,Personality,Parenting,NA","0.33,0.2,0.17,0.15,0.1,0.05,0","1,1,1,1,1,1,192",2,"Social competence,NA","1,0","1,39",1,2
