"","Cohort","Instrument_name","Assessed","Keywords_survey","Keyword_count_survey","Keywords_pilot","Keyword_count_pilot","Categories_survey","Priority_scores_survey","Times_mentioned_survey","Respondents_survey","Categories_pilot","Priority_scores_pilot","Times_mentioned_pilot","Respondents_pilot","Keyword_respondents_survey"
"104","TRAILS","Negative Marital Interaction Scale","both","","","conflict,interaction,irritation,mariage,romantic relationships,social behavior,social competence","1,1,1,1,1,1,1","NA","NaN","192",0,"Social competence,Demographics,NA","0.67,0.33,0","1,1,39",1,0
"105","TRAILS","NEO Five-Factor Inventory (NEO-FFI)","pilot",NA,NA,"agreeableness,conscientiousness,extraversion,intraversion,neuroticism,personality,risk seeking","1,1,1,1,1,1,1",NA,NA,NA,NA,"Personality and individual differences,NA","1,0","1,39",1,NA
"106","TRAILS","NEO Personality Inventory Revised (NEO-PI-R)","both","","","agreeableness,extraversion,hostility,impulsivity,intraversion,personality,risk seeking,temperament","1,1,1,1,1,1,1,1","Personality,NA","1,0","1,192",1,"Personality and individual differences,NA","1,0","1,39",1,1
"107","TRAILS","Nijmeegse Ouderlijke Stress Index Kort (NOSI-K)","both","","","abuse,coping,life events,neglect,parenting,stress,trauma","1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Life history,Parenting,NA","0.5,0.33,0.17,0","1,1,1,38",1,0
"108","TRAILS","Noise disturbance","both","","","environment,hearing,noise,pollutants,stress","1,1,1,1,1","NA","NaN","192",0,"Demographics,NA","1,0","1,39",1,0
"109","TRAILS","Nottingham Health Profile (NHP)","pilot",NA,NA,"chronotype,health,insomnia,sleep,subjective health","1,1,1,1,1",NA,NA,NA,NA,"Health,NA","1,0","1,39",1,NA
"110","TRAILS","Observed home environment","pilot",NA,NA,"demographics,family functioning,home environment,observation","1,1,1,1",NA,NA,NA,NA,"Demographics,Parenting,NA","0.5,0.5,0","1,1,39",1,NA
"111","TRAILS","Pain","both","","","backpain,chronic pain,headache,health,migraine,pain","1,1,1,1,1,1","NA","NaN","192",0,"Health,NA","1,0","1,39",1,0
"112","TRAILS","Parent-child interaction","both","observation,parent-child interaction","1,1","interactions,observation,parent-child relationship,parenting,play,social behavior,social competence","1,1,1,1,1,1,1","parent-child relation,Parenting,Social and emotional development,social environment,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,190",1,"Parenting,Social competence,NA","0.67,0.33,0","1,1,39",1,1
"113","TRAILS","Parent-child relationship","both","","","parent-child relationship,parenting,social behavior,social competence","1,1,1,1","NA","NaN","192",0,"Parenting,Social competence,NA","0.67,0.33,0","1,1,39",1,0
"114","TRAILS","Parent Behavior Checklist (PBC)","both","discipline,nurturing,parental expectations,parenting,upbringing","1,1,1,1,1","discipline,nurturing,parenting","1,1,1","Parenting,NA","1,0","1,192",1,"Parenting,NA","1,0","1,39",1,1
"115","TRAILS","Parental Cognitions and Conduct Toward the Infant Scale (PACOTIS)","pilot",NA,NA,"attachement,parent-child relationship,parenting","1,1,1",NA,NA,NA,NA,"Parenting,NA","1,0","1,39",1,NA
"116","TRAILS","Parental involvement","both","parental behavior scaffolding,parental involvement,parental support,parenting,upbringing","1,1,1,1,1","parent-child relationship,parenting","1,1","Parenting,NA","1,0","2,192",2,"Parenting,NA","1,0","1,39",1,2
"117","TRAILS","Parental knowledge","both","parental knowledge,parental monitoring,parenting","1,1,1","parent-child relationships,parenting,peers","1,1,1","parent-child relation,Parenting,NA","0.67,0.33,0","1,1,191",1,"Parenting,NA","1,0","1,39",1,1
"118","TRAILS","Parental overprotection","both","parental overprotection,parenting","1,1","parent-child relationship,parenting","1,1","Parenting,NA","1,0","2,192",2,"Parenting,NA","1,0","1,39",1,1
"119","TRAILS","Parental religiosity","pilot",NA,NA,"demographics,religion","1,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"120","TRAILS","Parenting Stress Index (PSI)","both","","","behavior,coping,mental health,parenting,psychology,stress","1,1,1,1,1,1","NA","NaN","192",0,"mental health,Parenting,NA","0.67,0.33,0","1,1,38",1,0
"121","TRAILS","Partner support","both","partner relation,partner support,romantic relation","1,1,1","conflict,family functioning,relationships,romantic relationship,support","1,1,1,1,1","romantic relation,family functioning,NA","0.67,0.33,0","1,1,190",1,"Social competence,NA","1,0","1,39",1,1
"122","TRAILS","Peak flow test","pilot",NA,NA,"astma,diagnosis,endurance,excercise,experiment,fitness,health,lung capacity,lung function,physiology","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Physiology,Health,NA","0.67,0.33,0","1,1,39",1,NA
"123","TRAILS","Peer status","both","peer nominations,peer status","1,1","bullying,friendships,interactions,peers,prosocial behavior,relationships,social competance,vicitimization","1,1,1,1,1,1,1,1","social environment,Social and emotional development,NA","0.67,0.33,0","1,1,191",1,"Social competence,NA","1,0","1,39",1,1
"124","TRAILS","Perceived stress","both","","","coping,life events,mental health,stress,subjective stress","1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"125","TRAILS","Perfectionism","both","perfectionism,personality","1,1","identity,obsessive compulsive disorder,perfectionism,self image,self perception","1,1,1,1,1","Personality,Mental health,NA","0.83,0.17,0","2,1,192",2,"Personality and individual differences,NA","1,0","1,39",1,1
"126","TRAILS","Physical activity","both",",leisure time physical activity,occupational physical activity","1,1,1","excercise,health,hobbies,leisure time,life style,physical activity,sport","1,1,1,1,1,1,1","physical activity,Lifestyle,NA","0.67,0.33,0","1,1,191",1,"Lifestyle,NA","1,0","1,39",1,1
"127","TRAILS","Physical health","pilot",NA,NA,"accidents,chronic disorders,disability,diseases,handicaps,health,medical care","1,1,1,1,1,1,1",NA,NA,NA,NA,"Health,NA","1,0","1,39",1,NA
"128","TRAILS","Physiological stress-reactivity","both","baroreflex sensitivity,blood pressure,brs,cortisol,eyeblink reflex,heart rate,heart rate variability,hr,hrv,orthostatic stress,pep,pre-ejection period,respiratory sinus arrhythmia,rss,salivary cortisol,startle,stress reactivity,trier social stress test","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","biomarkers,blood pressure,coping,cortisol,emotion regulation,experiment,heart rate,saliva,social stress,stress","1,1,1,1,1,1,1,1,1,1","Physiology,stress reactivity,NA","0.67,0.33,0","1,1,191",1,"Physiology,mental health,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,1
"129","TRAILS","Positive and Negative Affect Scale (PANAS)","both","","","affect,depression,mental health","1,1,1","NA","NaN","192",0,"Personality and individual differences,NA","1,0","1,39",1,0
"130","TRAILS","Postpartum Bonding Scale","both","","","attachement,birth,depression,family functioning,parent-child relationship,parenting,postnatal depression,pregnancy","1,1,1,1,1,1,1,1","parent-child relation,Parenting,NA","0.67,0.33,0","1,1,191",1,"mental health,Parenting,NA","0.67,0.33,0","1,1,38",1,0
"131","TRAILS","Pregnancy course","pilot",NA,NA,"birth,gestational age,life history,pregnancy","1,1,1,1",NA,NA,NA,NA,"Health,Life history,NA","0.5,0.5,0","1,1,39",1,NA
"132","TRAILS","Pregnancy history","both","perinatal,pregnancy","1,1","addiction,complications,development,diseases,health,life history,life style,pregnancy,substance use","1,1,1,1,1,1,1,1,1","Life history,NA","1,0","1,192",1,"Life history,Health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,39",1,1
"133","TRAILS","Pregnancy status","pilot",NA,NA,"abortion,gestational age,health,life history,miscarriages,pregnancy","1,1,1,1,1,1",NA,NA,NA,NA,"Life history,Health,NA","0.67,0.33,0","1,1,39",1,NA
"134","TRAILS","Pregnancy stress","both","","","anxiety,coping,depression,health,life events,life history,pregnancy,stress,wellbeing","1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,0
"135","TRAILS","Preschool Behaviour List","pilot",NA,NA,"aggression,anxiety,attention,behavior,depression,development,mental health,motor skills","1,1,1,1,1,1,1,1",NA,NA,NA,NA,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,NA
"136","TRAILS","Preventive Child Healthcare Services","pilot",NA,NA,"abortion,health,healthcare,miscarriages,pregnancy","1,1,1,1,1",NA,NA,NA,NA,"Health,Life history,NA","0.5,0.5,0","1,1,39",1,NA
"137","TRAILS","Professional ambition","both","ambitions,expectations,work","1,1,1","ambition,demographics,profession,work","1,1,1,1","work-related factors,NA","1,0","1,191",1,"Personality and individual differences,Demographics,NA","0.67,0.33,0","1,1,39",1,1
"138","TRAILS","Prosocial Behaviour Questionnaire","pilot",NA,NA,"behavior,prosocial behavior,social competence","1,1,1",NA,NA,NA,NA,"Social competence,NA","1,0","1,39",1,NA
"139","TRAILS","Psychiatric Case Registry North Netherlands","pilot",NA,NA,"diagnosis,health care,health services,medication,mental health,psychiatry,psychology,therapy","1,1,1,1,1,1,1,1",NA,NA,NA,NA,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,NA
"140","TRAILS","Psychiatric diagnoses","both","dsm,[list of the fifteen individual disorders],mental disorders,mental health,mental problems,psychiatric classification,psychiatric disorders,psychiatric problems,psychopathology","2,1,1,1,1,1,1,1,1","adhd,autism spectrum disorder,diagnosis,dsm,general anxiety disorder,major depressive disorder,mental health,obsessive compulsive disorder,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","Mental health,clinical assessment,NA","0.83,0.17,0","2,1,191",2,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,2
"141","TRAILS","Pubertal Development Scale","pilot",NA,NA,"development,health,hormones,life history,menarche,physiology,puberty,secondary sexual characteristics","1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Physiology,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,NA
"142","TRAILS","Raisin task","both","observation,raisin task,self-control","1,1,1","cognition,development,experiment,self control","1,1,1,1","Personality,Social and emotional development,NA","0.67,0.33,0","1,1,192",1,"Personality and individual differences,Cognition,NA","0.67,0.33,0","1,1,39",1,1
"143","TRAILS","Relational Aggression Questionnaire","both","","","aggression,bullying,direct aggression,hostility,mental health,psychology,relational aggression,victimization","1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"144","TRAILS","Revised Child Anxiety and Depression Scale (RCADS)","both","","","anxiety,depression,developmental psychology,diagnosis,dsm,mdd,mental health,phobia,psychology","1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"145","TRAILS","Revised Class Play","both","","","aggression,disruptive behavior,isolation,observation,play,school,sociability,social competence","1,1,1,1,1,1,1,1","NA","NaN","192",0,"Social competence,NA","1,0","1,39",1,0
"146","TRAILS","Rey-Osterrieth Complex Figure test","both","","","cognition,executive functioning,memory,spatial reasoning,visual perception","1,1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"147","TRAILS","Rey’s Verbal Learning Test","both","","","cognition,intelligence,memory,verbal intelligence,vocabulary","1,1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"148","TRAILS","School records","both","abilities,educational achievement,school performance,skills","1,1,1,1","arithmetics,education,language,learning difficulties,life history,performance,school,sports","1,1,1,1,1,1,1,1","intellectual abilities,physical abilities,NA","0.5,0.5,0","1,1,190",1,"Life history,Demographics,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,1
"149","TRAILS","Self-Efficacy for Parenting Tasks Index (SEPTI-TS)","both","","","parenting,self efficacy","1,1","NA","NaN","192",0,"Parenting,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,0
"150","TRAILS","Self-Ordered Pointing Task (SOPT)","both","","","cognition,executive functioning,memory,working memory","1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"151","TRAILS","Self-Perception Profile for Children (SPPC)","both","","","behavior,mental health,self comptence,self esteem,self image,self perception","1,1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,NA","1,0","1,39",1,0
"152","TRAILS","Sexuality","both","","","contraception use,demographics,medication,risky behavior,sexual experience,sexuality","1,1,1,1,1,1","NA","NaN","192",0,"Life history,Demographics,Health,NA","0.5,0.25,0.25,0","1,1,1,39",1,0
"153","TRAILS","Short trips","both","","","culture,leisure time,life style,social behavior","1,1,1,1","leisure time activities,NA","1,0","1,191",1,"Lifestyle,NA","1,0","1,39",1,1
"154","TRAILS","Shuttle run test","both","","","endurance,excercise,fitness,health,physiology","1,1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"155","TRAILS","Skinfold thickness","pilot",NA,NA,"body fat,obesity,physiology","1,1,1",NA,NA,NA,NA,"Physiology,NA","1,0","1,39",1,NA
"156","TRAILS","Sleep and Settle Questionnaire (SSQ)","both","crying,parental distress,sleep,temperament","1,1,1,1","parenting,sleep,temperament","1,1,1","Parenting,Personality,Social and emotional development,NA","0.5,0.25,0.25,0","1,1,1,192",1,"Personality and individual differences,Health,NA","0.67,0.33,0","1,1,39",1,1
"157","TRAILS","Social Media Disorder Scale","both","","","addiction,mental health,social media","1,1,1","Mental health,Social cognition and behavior,NA","0.5,0.5,0","2,2,192",2,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,1
"158","TRAILS","Social media use","both","","","leisure time,life style,social media","1,1,1","social interaction,time spending,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,190",1,"Lifestyle,NA","1,0","1,39",1,1
"159","TRAILS","Social Production Functions Questionnaire","both","","","mental health,psychology,relationships,self perception,social competence,wellbeing","1,1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,NA","1,0","1,39",1,0
"160","TRAILS","Social Skills Rating System","both","","","emphathy,self control,social behavior,social competence,social skills","1,1,1,1,1","NA","NaN","192",0,"Social competence,NA","1,0","1,39",1,0
"161","TRAILS","Social support","both","family support,friends,neighbourhood support,social support,support network","1,1,1,1,1","demographics,relationships,social competence,social support","1,1,1,1","Social cognition and behavior,social functioning,social network,Social and emotional development,NA","0.5,0.2,0.2,0.1,0","1,1,1,1,190",2,"Social competence,NA","1,0","1,39",1,1
"162","TRAILS","Social Support List (SSL)","pilot",NA,NA,"companionship,demographics,interactions,relationships,self esteem,social competence,social support","1,1,1,1,1,1,1",NA,NA,NA,NA,"Social competence,NA","1,0","1,39",1,NA
"163","TRAILS","Socio-demographics","both","age,demographics,education,ethnicity,family composition,income,living conditions,religiosity,sci-fi-economic status,ses,sex,socio-demographics,work","1,1,1,1,1,1,1,1,1,1,1,1,1","age,demographics,education,ethnicity,family composition,neighborhood,religion,sex,social economic status,work","1,1,1,1,1,1,1,1,1,1","Demographics,NA","1,0","1,192",1,"Demographics,NA","1,0","1,39",1,1
"164","TRAILS","Socioeconomic status (SES)","pilot",NA,NA,"demographics,education,income,neighborhood,profession,social economic status","1,1,1,1,1,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"165","TRAILS","Strengths and Difficulties Questionnaire (SDQ)","pilot",NA,NA,"adhd,aggression,behavior,diagnosis,externalizing behavior,internalizing behavior,mental health,prosocial behavior,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,NA
"166","TRAILS","Subjective stress-reactivity","both","social stress,stress,anxiety,mood,orthostatic stress,self-report,startle,stress-reactivity,stress perception,stress response","2,2,1,1,1,1,1,1,1,1","anxiety,coping,experiment,moods,social stress,stress,subjective stress","1,1,1,1,1,1,1","stress,stress reactivity,stress response,Personality,experiment,NA","0.33,0.2,0.2,0.17,0.1,0","1,1,1,1,1,188",2,"mental health,Personality and individual differences,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,2
"167","TRAILS","Substance use","both","alcohol,cannabis,drugs,smoking,substance use","1,1,1,1,1","alcohol,cannabis,drugs,hard drugs,life style,smoking,soft drugs,substance use,tabacco,weed","1,1,1,1,1,1,1,1,1,1","substance use,Mental health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,191",1,"Lifestyle,NA","1,0","1,39",1,1
"168","TRAILS","Survey Work-Home Interaction Nijmegen (SWING)","both","","","coping,demographics,interactions,stress,work,work-life-balance","1,1,1,1,1,1","NA","NaN","192",0,"Life history,Demographics,Personality and individual differences,NA","0.5,0.25,0.25,0","1,1,1,39",1,0
"169","TRAILS","Tanner Scale","both","","","development,health,puberty,secondary sexual characteristics","1,1,1,1","NA","NaN","192",0,"Physiology,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,39",1,0
"170","TRAILS","Teacher Report Form (TRF)","pilot",NA,NA,"adhd,aggression,anxiety,depression,diagnosis,externalizing behavior,internalizing behavior,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,NA
"171","TRAILS","Temperament Profiles List","pilot",NA,NA,"activity,adaptability,attachement,chronotype,persistance,personality,temperament","1,1,1,1,1,1,1",NA,NA,NA,NA,"Personality and individual differences,NA","1,0","1,39",1,NA
"172","TRAILS","The Capability Set for Work","both","income,job control,knowledge,skills,work environment,work relations,work values","1,1,1,1,1,1,1","demographics,development,morals,problem solving,satisfactiion,values,work,work-life-balance","1,1,1,1,1,1,1,1","work,NA","1,0","1,191",1,"Personality and individual differences,Demographics,NA","0.67,0.33,0","1,1,39",1,1
"173","TRAILS","Time spending patterns","both","","","gaming,hobbies,leisure time,life style,screen time,social media,socializing,sports,transportation","1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Lifestyle,NA","1,0","1,39",1,0
"174","TRAILS","Traumatic childhood events","both","","","abuse,accidents,death,hospitalization,life events,life history,neglect,stress,trauma,violence","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Life history,NA","0.67,0.33,0","1,1,38",1,0
"175","TRAILS","Turning Points Questionnaire","pilot",NA,NA,"coping,life events,life history","1,1,1",NA,NA,NA,NA,"Life history,NA","1,0","1,39",1,NA
"176","TRAILS","Unemployment","both","unemployment,work,benefits,employment,job,labor market,participation","2,2,1,1,1,1,1","demographics,employment,work","1,1,1","Demographics,work-related factors,stress,NA","0.5,0.33,0.17,0","1,1,1,190",2,"Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,2
"177","TRAILS","Utrecht Work Engagement Scale (UWES)","both","","","dedication,demographics,motivation,work","1,1,1,1","NA","NaN","192",0,"Personality and individual differences,Demographics,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,0
"178","TRAILS","Utrechtse Burn-Out Schaal (UBOS)","both","","","burn-out,coping,exhaustion,mental health,psychology,stress","1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"179","TRAILS","Verbal Fluency Test","both","cognition,executive control,language,verbal ability,verbal fluency","1,1,1,1,1","cognition,verbal intelligence,vocabulary","1,1,1","Cognition,NA","1,0","1,192",1,"Cognition,NA","1,0","1,39",1,1
"180","TRAILS","Virginity loss","pilot",NA,NA,"life history,sexual experience,sexual intercourse","1,1,1",NA,NA,NA,NA,"Life history,NA","1,0","1,39",1,NA
"181","TRAILS","Waist and hip circumference","both","","","antropometrics,health,obesity,physiology","1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"182","TRAILS","Wechsler Adult Intelligence Scale (WAIS-III)","pilot",NA,NA,"attention,cognition,executive functioning,intelligence,memory,non-verbal intelligenge,problem solving,spatial reasoning,verbal intelligence,vocabulary","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Cognition,NA","1,0","1,39",1,NA
"183","TRAILS","Wechsler Intelligence Scale for Children (WISC-R)","both","","","attention,cognition,executive functioning,intelligence,memory,non-verbal intelligence,problem solving,spatial reasoning,verbal intelligence,vocabulary","1,1,1,1,1,1,1,1,1,1","Cognition,Social and emotional development,NA","0.67,0.33,0","1,1,192",1,"Cognition,NA","1,0","1,39",1,1
"184","TRAILS","WHO Disability Assessment Schedule 2.0 (WHODAS 2.0)","both","","","chronic disorders,disability,disease,handicaps,health,subjective health,wellbeing","1,1,1,1,1,1,1","NA","NaN","192",0,"Health,NA","1,0","1,39",1,0
"185","TRAILS","Work and health","both","employment,job,occupation,psychosocial work environment,work,work functioning","1,1,1,1,1,1","demographics,health,work","1,1,1","work,employment ,Physical health,Demographics,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,190",2,"Health,Life history,NA","0.5,0.5,0","1,1,39",1,2
"186","TRAILS","Work health balance","both","","","demographics,health,life history,work","1,1,1,1","NA","NaN","192",0,"Health,Life history,NA","0.5,0.5,0","1,1,39",1,0
"187","TRAILS","Work Role Functioning Questionnaire 2.0 (WRFQ 2.0)","both","","","demographics,functioning,health,wellbeing,work","1,1,1,1,1","NA","NaN","192",0,"Health,Life history,NA","0.5,0.5,0","1,1,39",1,0
"188","TRAILS","World Mental Health Composite International Diagnostic Interview (CIDI)","pilot",NA,NA,"anxiety,conduct disorder,depression,diagnosis,interview,mental health,obsessive compulsive disorder,psychiatry,psychology,substance abuse","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,NA
"189","TRAILS","Youth Self-Report (YSR)","pilot",NA,NA,"adhd,aggression,behavior,depression,diagnosis,externalizing behavior,internalizing behavior,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,NA
