"","Instrument_name","Keywords","Keyword_count","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"146","Event History Calendar","abuse,accident,coping,death,hospitalization,life events,life history,neglect,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,NA","1,0","1,39",1,"TRAILS"
"147","Familial pathology","congenial diseases,diagnosis,diseases,disorders,handicaps,health,hereditary,medical history,mental health,psychology","1,1,1,1,1,1,1,1,1,1","Health,Life history,NA","0.67,0.33,0","1,1,39",1,"TRAILS"
"148","Familial psychopathology","adhd,anxiety,depression,diagnosis,family history,medical history,mental health,psychiatry,psychology,psychopathology","1,1,1,1,1,1,1,1,1,1","mental health,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"TRAILS"
"149","Family Assessment Device (FAD)","conflict,family functioning,parent-child relationship,sibling interactions,social competence,support","1,1,1,1,1,1","Parenting,Social competence,NA","0.67,0.33,0","1,1,39",1,"TRAILS"
"150","Fear of Negative Social Evaluation Scale","anxiety,mental health,psychiatry,psychology,social anxiety,social competence","1,1,1,1,1,1","Personality and individual differences,mental health,Health,NA","0.4,0.4,0.2,0","1,1,1,38",1,"TRAILS"
"151","Financial debts","debts,demographics,finance,income","1,1,1,1","Demographics,NA","1,0","1,39",1,"TRAILS"
"152","Food Frequency Questionnaire","food,food preference,life style,nutrition","1,1,1,1","Lifestyle,Personality and individual differences,NA","0.5,0.5,0","1,1,39",1,"TRAILS"
"153","Friendships","friendship,peers,relationships,social behavior,social competence","1,1,1,1,1","Social competence,NA","1,0","1,39",1,"TRAILS"
"154","Gaming","gaming,internet,leisure time,life style","1,1,1,1","Lifestyle,NA","1,0","1,39",1,"TRAILS"
"155","Generalized Anxiety Disorder Scale (GAD-7)","anxiety,diagnosis,mental health,phobia,psychiatry,psychology","1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"156","Adult Self-Report (ASR)","adhd,aggression,behavior,depression,diagnosis,externalizing behavior,internalizing behavior,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"157","Generalized Self-Efficacy (GSE)","coping,self efficacy,stress","1,1,1","Personality and individual differences,NA","1,0","1,39",1,"TRAILS"
"158","Happiness","happiness,mental health,quality of life,satisfaction with life,wellbeing","1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"159","Health services utilization","diagnosis,health,medical care,therapy,treatment","1,1,1,1,1","Health,NA","1,0","1,39",1,"TRAILS"
"160","Health Worries Questionnaire","anxiety,health,hypochandria,mental health,obsessive compulsive disorder,rumination,subjective health","1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"TRAILS"
"161","Impairment Rating Scale (IRS)","disability,education,impairment,mental health,peers,relationships,social behavior,social competence","1,1,1,1,1,1,1,1","Social competence,NA","1,0","1,39",1,"TRAILS"
"162","Infant Behavior Questionnaire Revised (IBQ-R)","attachment,behavior,personality,temperament","1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"TRAILS"
"163","Infant/Toddler Home Observation for Measurement of the Environment (IT-HOME)","demographics,family resources,home environment,life style,observation,parent-child relationship","1,1,1,1,1,1","Parenting,Demographics,Personality and individual differences,NA","0.5,0.33,0.17,0","1,1,1,39",1,"TRAILS"
"164","Infant-Toddler Social and Emotional Assessment (ITSEA)","emotion,emotion dysregulation,externalizing behavior,internalizing behavior,mental health,psychology,social behavior,temperament","1,1,1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"165","Interactive Drawing Test","prosocial behavior,social behavior,social competence","1,1,1","Social competence,NA","1,0","1,39",1,"TRAILS"
"166","Internet Gaming Disorder Scale","addiction,gaming,internet,life style,mental health,risk seeking,risk taking","1,1,1,1,1,1,1","mental health,Lifestyle,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"TRAILS"
"167","Adult Temperament Questionnaire (ATQ)","personality,temperament,behavior,big five","2,2,1,1","Personality and individual differences,NA","1,0","1,39",1,"TRAILS"
"168","Internet use","addiction,gaming,hobbies,internet,leisure time,life style","1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"TRAILS"
"169","Intimate relationships ","relationships,romantic relationships","1,1","Social competence,NA","1,0","1,39",1,"TRAILS"
"170","Intrasexual Competition Scale","competitiveness,social competence","1,1","Personality and individual differences,Social competence,NA","0.5,0.5,0","1,1,39",1,"TRAILS"
"171","Inventory of Attitudes towards Seeking Mental Health Services (IASMHS)","discrimination,medical services,medication,mental health,perception,psychology,stigmatization,therapy","1,1,1,1,1,1,1,1","mental health,Personality and individual differences,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"TRAILS"
"172","Investment Model Scale","commitment,investment,relationships,romantic relationships,satisfaction,social competence","1,1,1,1,1,1","Social competence,NA","1,0","1,39",1,"TRAILS"
"173","Kessler Psychological Distress Scale (K10)","anxiety,coping,depression,life events,mental health,psychiatry,psychology,stress","1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"174","Length and weight","antropometrics,physiology","1,1","Physiology,NA","1,0","1,39",1,"TRAILS"
"175","Life events","abuse,accident,anxiety,coping,death,depression,life events,neglect,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"176","Life Events Questionnaire","abuse,accident,coping,hospitalization,life events,life history,neglect,psychology,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"177","Life Experience Survey (LES)","abuse,accident,coping,death,hospitalization,life events,neglect,psychology,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"178","Adult’s Social Behavior Questionnaire (ASBQ)","asd,autism,behavior,diagnosis,empathy,mental health,psychiatry,psychology,social cognition,social problems,theory of mind","2,1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"179","Life Stress Interview (LSI)","abuse,accident,coping,death,hospitalization,life events,life history,neglect,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"180","Lifestyle","diet,excercise,food,hobbies,leisure time,life style,nutrition,sedentary behavior,sports,substance use","1,1,1,1,1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"TRAILS"
"181","Lifetime Depression Assessment Self-report (LIDAS)","depression,diagnosis,major depressive disorder,mania,mdd,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1","mental health,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"TRAILS"
"182","Long-term Difficulties Questionnaire","bullying,chronic disorders,coping,disability,diseases,handicaps,health,victimization","1,1,1,1,1,1,1,1","Health,mental health,NA","0.5,0.5,0","1,1,38",1,"TRAILS"
"183","Medical aids","braces,dentistry,glasses,health,hearing,hearing aids,medical aids,sight","1,1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"TRAILS"
"184","Medical history","health,life history,medical care,medical history,medication","1,1,1,1,1","Health,NA","1,0","1,39",1,"TRAILS"
"185","Medication use","health,medical care,medical services,medication","1,1,1,1","Health,NA","1,0","1,39",1,"TRAILS"
"186","Mental health services utilization","health,medical care,medical services,medication,mental health,psychiatry,psychology,therapy,treatment","1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"187","Methylation","catechol-o-methyltransferase,catecholamines,dna methylation,epigenetics,genes,genetics,glucocorticoids,hormones,nuclear receptor subfamily 3 group c member 1,solute carrier family 6 member 4","1,1,1,1,1,1,1,1,1,1","omics,Physiology,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"188","Motives for Behaviour Questionnaire","behavior,hedonism,mental health,motivation,motives","1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"TRAILS"
"189","Abbreviated Parent Report Children’s Abilities (PARCA) ","cognition,child development,non-verbal intelligence","2,1,1","Cognition,Personality and individual differences,development,NA","0.83,0.17,0,0","2,1,1,38",2,"GenR"
"190","Arterial stiffness","artery,cardiovasculair,cardiovascular disease,coronary artery disease,plaque,stroke","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"191","Home environment assessment ","attachment,development,environment,involvement,parent-child relationship,parenting","1,1,1,1,1,1","Parenting,Demographics,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"192","Home situation","demographics,family composition,life history,neighborhood","1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"193","Income and expenses","demographics,finance,income,social economic status,work","1,1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"194","Infant Behavior Questionnaire - Revised (IBQ)","behavior,emotion regulation,personality,temperament","1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"195","Interaction with friends and family","family functioning,friendships,leisure time,peers,play,relationship,social competence","1,1,1,1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"196","International physical activity questionnaire (IPAQ)","activity,behavior,exercise,health,physiology,sedentary behavior","1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"197","Interpersonal callousness measure and Inventory of Callous-Unemotional Traits","antisocial behavior,callousness,developmental psychology,diagnosis,emotion,empathy,psychiatry,psychology,psychopathy,theory of mind","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"198","Interpersonal conflict questionnaire","conflicts,problem solving,relationships,social competence","1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"199","Intima-media thickness","arteries,blood vessels,cardiovaculair,cardiovascular disease,coronary artery disease,imaging,plaque","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"200","Inventory of Callous-Unemotional Traits","antisocial behavior,callousness,conduct disorder,diagnosis,emotion,empathy,psychiatry,psychology,psychopathy,social competence","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"201","Autism-spectrum quotient (AQ-short)","asd,autism,developmental psychology,diagnosis,psychiatry,psychology,social competence,theory of mind","1,1,1,1,1,1,1,1","Health,mental health,NA","0.67,0.33,0","2,1,38",2,"GenR"
"202","Kidney development","bladder,development,ecography,imaging,kidney,physiology,urine","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"203","Language","cognition,development,education,ethnicity,language","1,1,1,1,1","Cognition,Demographics,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"204","Language development survey. LDS","cognition,development,education,language,verbal intelligence","1,1,1,1,1","Cognition,NA","1,0","1,39",1,"GenR"
"205","Leiden Inventory of Stability in center care (LIDS) and Leiden Inventory of well being in day care (LICW-D). ","child care,family composition,parenting,stability,wellbeing","1,1,1,1,1","mental health,Demographics,Parenting,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"206","Leisure time ","covid,excercise,hobbies,leisure time,play,sedentary behavior,sport","1,1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"207","Life event interview","abuse,conflict,coping,hospitalization,life event,life history,neglect,poverty,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,NA","1,0","1,39",1,"GenR"
"208","Life events","abuse,life events,life history,neglect,poverty,trauma","1,1,1,1,1,1","Life history,NA","1,0","1,39",1,"GenR"
"209","Lifestyle","alcohol,caffeine,food preference,lifestyle,physical acitivity,risky behavior,sedentary behavior,smoking,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"210","Living conditions (GLOBE)","child care,demographics,education,family composition,finance,income,social economic status,work","1,1,1,1,1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"211","Loneliness scale ","coping,depression,loneliness,psycholohy,social competence,wellbeing","1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"GenR"
"212","Background information of you and your family ","age,demographics,education,ethnicity,family composition,gender,nationality,religion,sex","1,1,1,1,1,1,1,1,1","Demographics,NA","1,0","2,39",2,"GenR"
"213","Lung function (through airway resistance)","endurance,excercise,health,lung,lung capacity,physiology","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"214","Lung: fractional exhaled nitric ocide (feno) - airway inflammation","allergies,biomarker,health,inflammation,omics,physiology","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"215","Lungs: Allergy test","allergies,health,lungs,physiology","1,1,1,1","Health,Physiology,NA","0.5,0.5,0","1,1,39",1,"GenR"
"216","Lungs: Exercise test (Steep Ramp Test)","endurance,excersice,health,lungs,physiology,stamina","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"217","Macarthur Communicative Development Inventory (MCDI)","cognition,communication,development,language,verbal intelligence","1,1,1,1,1","Cognition,NA","1,0","1,39",1,"GenR"
"218","Marital status and relationship quality ","demographics,marital status,parent-child relationship,relationships,romantic relationships","1,1,1,1,1","Social competence,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"219","Matching, building with blocks, folding paper, copying; playing (non-verbal cognition) (PARCA)","cognition,non-verbal congition,problem solving,spatial reasoning","1,1,1,1","Cognition,NA","1,0","1,39",1,"GenR"
"220","Maternity blues symptoms","anxiety,attention,depression,emotion regulation,feelings,postpartum depression,psychology,wellbeing","1,1,1,1,1,1,1,1","mental health,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"221","McKnight Risk Factor Survey (MRFS-III)","body image,physiology,self perception,wellbeing","1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"222","Medical history of family","family composition,health,life history,medical history","1,1,1,1","Health,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"223","Behaviour Rating Inventory of Executive Function in Preschool Children (BRIEF-P)","attention,behavior,executive functioning,memory,problem solving","1,1,1,1,1","Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"224","Medication and vitamin use","health,medication,nutrition,pregnancy,supplements,vitamin","1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"GenR"
"225","Moral Development/Conscience","conscience,development,empathy,morals,theory of mind","1,1,1,1,1","Personality and individual differences,Social competence,NA","0.67,0.33,0","1,1,39",1,"GenR"
"226","Mother and Baby Scale (MABS)","attachment,nutirtion,parent-child relationship,parenting,sleep","1,1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"227","Mother-child interaction","attchment,behavior,externalizing behavior,internalizing behavior,observation,parent-child relationship,parenting","1,1,1,1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"228","Motor development","development,independence,language,milestones,motor,motor skills,physiology,social competence,social skills","1,1,1,1,1,1,1,1,1","Life history,Personality and individual differences,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"229","Movement (exercise)","excercise,leisure time,sedentary behavior,sport","1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"230","MRI","imaging,mri,physiology,structural imaging","1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"231","MRI brain imaging","brain imaging,brain morphology,brain structure,connectivity,dti,fmri,functional brain imaging,imaging,mri,structural brain imaging","1,1,1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"232","Multidimensional Scale of Perceived Social Support","coping,friendships,peers,relationships,social comepetence,support","1,1,1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"233","Nasal and nasalpharyngeal swabs for examination of bacterial carriage","bacceria,biological sample,biomarker,infection,swabs","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"234","Behavioural inhibition and behavioural activation (BIS/BAS).","arousal,behavior,impulsivity,inhibition,psychology","1,1,1,1,1","Personality and individual differences,mental health,NA","0.5,0.5,0","1,1,38",1,"GenR"
"235","Neonatal Perception Inventory, perception of own infant","behavior,parenting,pregnancy,psychology","1,1,1,1","Life history,Personality and individual differences,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"236","Neuropsychological development (NEPSY-II)","attention,cognition,development,executive functioning,language,learning,memory,psychology,spatial reasoning","1,1,1,1,1,1,1,1,1","Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"237","Nijmeegse parental stress index","coping,parenting,stress","1,1,1","mental health,Parenting,NA","0.67,0.33,0","1,1,38",1,"GenR"
"238","Non-verbal IQ: Snijders-Oomen Niet-verbale intelligentie Test–Revisie (SON-R 2 1?2-7)","cognition,non-verbal intelligence,problem solving,spatial reasoning","1,1,1,1","Cognition,NA","1,0","1,39",1,"GenR"
"239","Obstructive Sleep Apnea (OSA) questionnaire","apnea,health,sleep","1,1,1","Health,NA","1,0","1,39",1,"GenR"
"240","Opportunity for Prosocial Actions","friendships,peers,prosocial behavior,relationships,social competence","1,1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"241","Parental bonding inventory","attachment,parent-child relationship,parenting,relationships,support","1,1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"242","Parental sensitivity","parent-child relationship,parenting,support","1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"243","Parenting practices","parent-child relationship,parenting","1,1","Parenting,NA","1,0","1,39",1,"GenR"
"244","Pediatric daytime sleepiness scale (PDSS)","development,health,sleep","1,1,1","Health,NA","1,0","1,39",1,"GenR"
"245","Berkeley Puppet","anxiety,bullying,depression,externalizing behavior,hostility,internalizing behavior,interview,peers,psychology,victimization","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"246","Perceived parental rearing","parent-child relationship,parenting","1,1","Parenting,NA","1,0","1,39",1,"GenR"
"247","Perceived stress.","coping,psychology,stress,wellbeing","1,1,1,1","mental health,Personality and individual differences,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"GenR"
"248","Personal circumstances (incl. income) - GLOBE","demographics,family compostion,finance,income,social economic status,work","1,1,1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"249","Physical appearance","imaging,physical characteristics,physiology","1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"250","Physical characteristics (hair, eye, skin color mother and child)","physical characteristics,physiology","1,1","Physiology,NA","1,0","1,39",1,"GenR"
"251","Physical exercise ","covid,excercise,health,lifestyle,sedentary behavior,sport","1,1,1,1,1,1","Lifestyle,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"252","Physical health (chronic somatic diseases)","allergies,chronic disorders,diabetes,diseases,handicaps,health,medical care,somatic complaints","1,1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"253","Pittsburgh Sleep Quality Index (PSQI), 9 items","health,insomnia,sleep","1,1,1","Health,NA","1,0","1,39",1,"GenR"
"254","Placental haeomynamics including resistance indices of the uterine and umbilical arteries","arteries,imaging,pregnancy","1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"255","Playing outside","excercise,hobbies,leisure time,play,sedentary behavior,sports","1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"256","Block Child Rearing Practices Report, abbreviated","nurturing,parent-child relationship,parenting","1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"257","Postnatal emotional problems and treatment","anxiety,birth,depression,diagnosis,emotion,medical care,postpartum depression,pregnancy,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Life history,NA","0.67,0.33,0","1,1,38",1,"GenR"
"258","Pregnancy complications and outcomes ","birth,complications,gestational diabetes,health,heat cot,pregnancy,preterm","1,1,1,1,1,1,1","Health,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"259","Pregnancy outcome list","anxiety,depression,health,mental health,pregnancy,psychology","1,1,1,1,1,1","Life history,Health,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"260","Pre-school, after-school and out-of school care","child care,demographics,education,school","1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"261","Previous pregnancies","abortions,birth,breastfeeding,delivery,diseases,gestational age,health,life history,miscarriages,pregnancy","1,1,1,1,1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"GenR"
"262","Prosocial behavior - SDQ","developmental psychology,empathy,prosocial behavior,psychology,social competence,social skills","1,1,1,1,1,1","mental health,Social competence,NA","0.67,0.33,0","1,1,38",1,"GenR"
"263","Prosocial Tendencies Measures","empathy,prosocial behavior,psychology,social competence,social skills","1,1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"264","Psychological assistence ","diagnosis,medical care,mental health,psychiatry,psychology,therapy,treatment","1,1,1,1,1,1,1","mental health,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"265","Pubertal development","development,health,life history,puberty,secondary sexual characteristics","1,1,1,1,1","Life history,Health,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"266","Ravens advanced progressive matrices test. Set I","cognition,intelligence,problem solving,spatial reasoning","1,1,1,1","Cognition,NA","1,0","1,39",1,"GenR"
"267","Blood pressure","arteries,blood,cardiovasculair,cardiovascular disease,coronary artery disease,physiology","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"268","Referred for treatment for emotional or behavioral problems","diagnosis,medical care,psychiatry,psychology,therapy,treatment","1,1,1,1,1,1","mental health,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"269","Religion","demographics,religion","1,1","Demographics,NA","1,0","1,39",1,"GenR"
"270","Risk taking","development,personality,puberty,risk seeking,risky behavior,sexual behavior,substance abuse,substance use,temperament","1,1,1,1,1,1,1,1,1","Personality and individual differences,Life history,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"271","Road traffic noise exposure","demographics,environment,noise,pollution","1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"272","Rosenberg scale","personality,psychology,self esteem,wellbeing","1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"273","Scale of Van der Wal  ","attachment,child care,parent-child relationship,parenting","1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"274","School (conditions to study at home)","covid,demographics,education,home situation,school,social economic status","1,1,1,1,1,1","Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"275","School career","cognition,demographics,education,intelligence,school,truancy","1,1,1,1,1,1","Life history,Demographics,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"276","School enjoyment","education,school","1,1","Personality and individual differences,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"277","School of child","","","Life history,Demographics,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"278","Blood sample","biological sample,biomarkers,blood,omics,physiology,plasma,serum","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"279","Screen for child anxiety related disorders (SCARED)","anxiety,depression,developmental psychology,diagnosis,mental health,phobias,psychiatry,psychology","1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"280","Screentime (tv, video, dvd, pc)","gaming,hobbies,leisure time,parenting,screen time,sedentary behavior,social media,supervision","1,1,1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"281","Short big five inventory (BFI-s)","agreeableness,conscientiousness,extroversion,interoversion,neuroticism,personality,risk taking","1,1,1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"282","Short Ruminative Response Scale (RRS) questionnaire","anxiety,depression,mental health,obsessive compulsive disorder,psychology,rumination,thought problems","1,1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"GenR"
"283","Situation at home (ISAAC)","demographics,family composition,living situation,parenting,smoking,substance use,supervision","1,1,1,1,1,1,1","Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"284","Skin color analysis","imgagin,physical characteristics,physiology,skin color,spectrophotometry","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"285","Skin swab (head, elbow)","allergies,biological sample,biomarkers,omics,physiology,swab","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"286","Sleep diary","chronotype,insomnia,mental health,psychology,sleep","1,1,1,1,1","Health,Lifestyle,NA","0.5,0.5,0","1,1,39",1,"GenR"
"287","Sleep habits survey (SHS)","chronotype,insomnia,mental health,psychology,sleep","1,1,1,1,1","Health,Lifestyle,NA","0.5,0.5,0","1,1,39",1,"GenR"
"288","Sleeping and toilet training","bedwetting,daytime enuresis,development,enuresis,incontinence,nighttime enuresis,psychology,sleep,toilet training","1,1,1,1,1,1,1,1,1","Life history,NA","1,0","1,39",1,"GenR"
"289","Bone mineral density and related measures","antropometrics,body composition,bone mineral density,computed tomography,ct scan,dual x energy absorptiometry,frailty,physiology","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"290","Sleeping regulatory problems  (IBQ)","chronotype,insomnia,psychology,sleep","1,1,1,1","Health,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"291","Sleeping regulatory problems (Wolke)","chronotype,insomnia,psychology,sleep","1,1,1,1","Health,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"292","Smoking, alcohol, and drug use (cannabis/hasj, laughing gas)","addiction,alcohol,cannabis,cigrarettes,covid,lifestyle,smoking,soft drugs,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1","Lifestyle,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"293","Social media, chatting and gaming","addiction,gaming,internet,social media","1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"294","Social readjusting rating scale","abuse,coping,life events,life history,neglect,psychology,stress,trauma","1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"295","Social Responsiveness Scale ","asd,autism,developmental psychology,empathy,mental health,psychiatry,psychology,social competence,social skills,theory of mind","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"296","Social stress (Social circumstances)","demographics,environment,finance,income,neighborhood,relationships,social economic status,social stress,support,work","1,1,1,1,1,1,1,1,1,1","Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"297","Social support list","friendships,relationships,social competence,social support","1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"298","Somatic complaints and use of medication","corona,covid,disease,health,medical care,medication,somatic compaints","1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"299","Stability of Acitivities in the Family Environment-Revised (SAFE-R)","environment,family functioning,parenting,relationships","1,1,1,1","Social competence,Parenting,NA","0.67,0.33,0","1,1,39",1,"GenR"
"300","Abdominal fat","obesity,antropometrics,bmi,body composition,fat,physiology","2,1,1,1,1,1","Physiology,Health,medical history,NA","0.5,0.49,0.01,0","1,1,1,38",2,"GenR"
"301","Bones","accidents,falling,fractures,health,physiology","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"302","Stanford feeding questionnaire","development,food preference,nutrition","1,1,1","Personality and individual differences,Lifestyle,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"303","Strange Situation Procedure","attachment,parent-child relationship,parenting","1,1,1","Personality and individual differences,Parenting,NA","0.5,0.5,0","1,1,39",1,"GenR"
"304","Substance use","addiction,alcohol,drug use,lifestyle,mental health,psychology,smoking,substance abuse,substance use,treatment","1,1,1,1,1,1,1,1,1,1","Lifestyle,Health,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
