"","Instrument_name","Keywords","Keyword_count","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"143","58_Egna Minnen Betraffande Uppfostran Child (EMBU-C)","affection,parent-child relationship,parenting","1,1,1","Parenting,NA","1,0","1,39",1,"TRAILS"
"144","59_Emotion Dysregulation Inventory (EDI)","aggression,anxiety,depression,dysphoria,emotion regulation,mental health,psychology,social cognition","1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"145","6_Adult Responses to Children's Symptoms (ARCS)","health,monitoring,parent-child relationship,parental behaviour,parental support,parenting","1,1,1,1,1,1","Parenting,NA","1,0","1,39",1,"TRAILS"
"146","60_Event History Calendar","abuse,accident,coping,death,hospitalization,life events,life history,neglect,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,NA","1,0","1,39",1,"TRAILS"
"147","61_Familial pathology","congenial diseases,diagnosis,diseases,disorders,handicaps,health,hereditary,medical history,mental health,psychology","1,1,1,1,1,1,1,1,1,1","Health,Life history,NA","0.67,0.33,0","1,1,39",1,"TRAILS"
"148","62_Familial psychopathology","adhd,anxiety,depression,diagnosis,family history,medical history,mental health,psychiatry,psychology,psychopathology","1,1,1,1,1,1,1,1,1,1","mental health,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"TRAILS"
"149","63_Family Assessment Device (FAD)","conflict,family functioning,parent-child relationship,sibling interactions,social competence,support","1,1,1,1,1,1","Parenting,Social competence,NA","0.67,0.33,0","1,1,39",1,"TRAILS"
"150","64_Fear of Negative Social Evaluation Scale","anxiety,mental health,psychiatry,psychology,social anxiety,social competence","1,1,1,1,1,1","Personality and individual differences,mental health,Health,NA","0.4,0.4,0.2,0","1,1,1,38",1,"TRAILS"
"151","65_Financial debts","debts,demographics,finance,income","1,1,1,1","Demographics,NA","1,0","1,39",1,"TRAILS"
"152","66_Food Frequency Questionnaire","food,food preference,life style,nutrition","1,1,1,1","Lifestyle,Personality and individual differences,NA","0.5,0.5,0","1,1,39",1,"TRAILS"
"153","67_Friendships","friendship,peers,relationships,social behavior,social competence","1,1,1,1,1","Social competence,NA","1,0","1,39",1,"TRAILS"
"154","68_Gaming","gaming,internet,leisure time,life style","1,1,1,1","Lifestyle,NA","1,0","1,39",1,"TRAILS"
"155","69_Generalized Anxiety Disorder Scale (GAD-7)","anxiety,diagnosis,mental health,phobia,psychiatry,psychology","1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"156","7_Adult Self-Report (ASR)","adhd,aggression,behavior,depression,diagnosis,externalizing behavior,internalizing behavior,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"157","70_Generalized Self-Efficacy (GSE)","coping,self efficacy,stress","1,1,1","Personality and individual differences,NA","1,0","1,39",1,"TRAILS"
"158","71_Happiness","happiness,mental health,quality of life,satisfaction with life,wellbeing","1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"159","72_Health services utilization","diagnosis,health,medical care,therapy,treatment","1,1,1,1,1","Health,NA","1,0","1,39",1,"TRAILS"
"160","73_Health Worries Questionnaire","anxiety,health,hypochandria,mental health,obsessive compulsive disorder,rumination,subjective health","1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"TRAILS"
"161","74_Impairment Rating Scale (IRS)","disability,education,impairment,mental health,peers,relationships,social behavior,social competence","1,1,1,1,1,1,1,1","Social competence,NA","1,0","1,39",1,"TRAILS"
"162","75_Infant Behavior Questionnaire Revised (IBQ-R)","attachment,behavior,personality,temperament","1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"TRAILS"
"163","76_Infant/Toddler Home Observation for Measurement of the Environment (IT-HOME)","demographics,family resources,home environment,life style,observation,parent-child relationship","1,1,1,1,1,1","Parenting,Demographics,Personality and individual differences,NA","0.5,0.33,0.17,0","1,1,1,39",1,"TRAILS"
"164","77_Infant-Toddler Social and Emotional Assessment (ITSEA)","emotion,emotion dysregulation,externalizing behavior,internalizing behavior,mental health,psychology,social behavior,temperament","1,1,1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"165","78_Interactive Drawing Test","prosocial behavior,social behavior,social competence","1,1,1","Social competence,NA","1,0","1,39",1,"TRAILS"
"166","79_Internet Gaming Disorder Scale","addiction,gaming,internet,life style,mental health,risk seeking,risk taking","1,1,1,1,1,1,1","mental health,Lifestyle,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"TRAILS"
"167","8_Adult Temperament Questionnaire (ATQ)","personality,temperament,behavior,big five","2,2,1,1","Personality and individual differences,NA","1,0","1,39",1,"TRAILS"
"168","80_Internet use","addiction,gaming,hobbies,internet,leisure time,life style","1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"TRAILS"
"169","81_Intimate relationships ","relationships,romantic relationships","1,1","Social competence,NA","1,0","1,39",1,"TRAILS"
"170","82_Intrasexual Competition Scale","competitiveness,social competence","1,1","Personality and individual differences,Social competence,NA","0.5,0.5,0","1,1,39",1,"TRAILS"
"171","83_Inventory of Attitudes towards Seeking Mental Health Services (IASMHS)","discrimination,medical services,medication,mental health,perception,psychology,stigmatization,therapy","1,1,1,1,1,1,1,1","mental health,Personality and individual differences,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"TRAILS"
"172","84_Investment Model Scale","commitment,investment,relationships,romantic relationships,satisfaction,social competence","1,1,1,1,1,1","Social competence,NA","1,0","1,39",1,"TRAILS"
"173","85_Kessler Psychological Distress Scale (K10)","anxiety,coping,depression,life events,mental health,psychiatry,psychology,stress","1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"174","86_Length and weight","antropometrics,physiology","1,1","Physiology,NA","1,0","1,39",1,"TRAILS"
"175","87_Life events","abuse,accident,anxiety,coping,death,depression,life events,neglect,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"176","88_Life Events Questionnaire","abuse,accident,coping,hospitalization,life events,life history,neglect,psychology,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"177","89_Life Experience Survey (LES)","abuse,accident,coping,death,hospitalization,life events,neglect,psychology,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"178","9_Adult’s Social Behavior Questionnaire (ASBQ)","asd,autism,behavior,diagnosis,empathy,mental health,psychiatry,psychology,social cognition,social problems,theory of mind","2,1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"179","90_Life Stress Interview (LSI)","abuse,accident,coping,death,hospitalization,life events,life history,neglect,stress,trauma","1,1,1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"180","91_Lifestyle","diet,excercise,food,hobbies,leisure time,life style,nutrition,sedentary behavior,sports,substance use","1,1,1,1,1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"TRAILS"
"181","92_Lifetime Depression Assessment Self-report (LIDAS)","depression,diagnosis,major depressive disorder,mania,mdd,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1","mental health,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"TRAILS"
"182","93_Long-term Difficulties Questionnaire","bullying,chronic disorders,coping,disability,diseases,handicaps,health,victimization","1,1,1,1,1,1,1,1","Health,mental health,NA","0.5,0.5,0","1,1,38",1,"TRAILS"
"183","94_Medical aids","braces,dentistry,glasses,health,hearing,hearing aids,medical aids,sight","1,1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"TRAILS"
"184","95_Medical history","health,life history,medical care,medical history,medication","1,1,1,1,1","Health,NA","1,0","1,39",1,"TRAILS"
"185","96_Medication use","health,medical care,medical services,medication","1,1,1,1","Health,NA","1,0","1,39",1,"TRAILS"
"186","97_Mental health services utilization","health,medical care,medical services,medication,mental health,psychiatry,psychology,therapy,treatment","1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"187","98_Methylation","catechol-o-methyltransferase,catecholamines,dna methylation,epigenetics,genes,genetics,glucocorticoids,hormones,nuclear receptor subfamily 3 group c member 1,solute carrier family 6 member 4","1,1,1,1,1,1,1,1,1,1","omics,Physiology,NA","0.67,0.33,0","1,1,38",1,"TRAILS"
"188","99_Motives for Behaviour Questionnaire","behavior,hedonism,mental health,motivation,motives","1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"TRAILS"
