"","Instrument_name","Keywords","Keyword_count","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"155","39_Child-care attitude and emotional disturbance among mothers of young children","affect,coping,emotions,parent-child relationship,parenting","1,1,1,1,1","mental health,Parenting,NA","0.67,0.33,0","1,1,38",1,"GenR"
"156","4_Actigraphy ","sleep,accelerometer,ambulatory monitoring,insomnia","2,1,1,1","Physiology,Health,sleep,NA","0.5,0.38,0.12,0","1,1,1,38",2,"GenR"
"157","40_Childhood trauma questionnaire (CTQ)","abuse,life event,neglect,psycholgy,trauma","1,1,1,1,1","Life history,mental health,NA","0.5,0.5,0","1,1,38",1,"GenR"
"158","41_Children’s body image scale","anorexia,body image,bulimia,psychology,self perception","1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"159","42_Children’s Eating Behaviour Questionnaire (CEBQ)","behavior,development,eating,food,food preferences,nutrition","1,1,1,1,1,1","Personality and individual differences,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"160","43_Children’s worry management scale","coping,development,obsessive compulsive,problem solving,psychology,stress","1,1,1,1,1,1","Personality and individual differences,mental health,Health,NA","0.4,0.4,0.2,0","1,1,1,38",1,"GenR"
"161","44_Child's health","development,diseases,health,hospitalization,injuries,leisure time,pain,sleep,trauma,treatment","1,1,1,1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"162","45_Child's perception of neighborhood","environment,perception,safety","1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"163","46_Compliance and active resistance","attachement,compliance,parent-child relationship,parenting,resistance","1,1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"164","47_Composite International Diagnostic Interview (CIDI) (psychiatric)","addiction,anxiety,bipolar disorder,depression,diagnosis,interview,post traumatic stress disorder,psychiatry,psychology,schizophrenia","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"165","48_Conners rating scale","adhd,attention,behavior,developmental psychology,hyperactivity,impulsivity,psychiatry,psychology","1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"166","49_Cord blood sample at birth","biological sample,biomarkers,birth,cord blood,omics,physiology","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"167","5_Adapted children’s sleep habits questionnaire – sleep self report","sleep,insomnia,nocturnal enuresis","2,1,1","Personality and individual differences,mental health,Health,NA","0.4,0.4,0.2,0","1,1,1,38",1,"GenR"
"168","50_COVID-19 infection measures","behavior,coping,covid,disease,health,health behavior,life events,stress","1,1,1,1,1,1,1,1","Health,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"169","51_COVID-19 specific items ","behavior,coping,covid,disease,health,health behavior,hospitailization,infection","1,1,1,1,1,1,1,1","Life history,Health,Personality and individual differences,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"170","52_Criticism and Emotional Overinvolvement (EO)","emotion regulation,interview,parent-child relationship,parenting","1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"171","53_Crying","coping,development,temperament","1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"172","54_Culture, social contacts","demographics,ethnicity,peers,relationships,social competence,social contacts","1,1,1,1,1,1","Social competence,Demographics,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"173","55_Delinquent behaviour","arrests,behavior,criminal record,delinquency,incarceration,judicial contact,life event,oppositional defiant behavior,psychology","1,1,1,1,1,1,1,1,1","Life history,Personality and individual differences,mental health,Health,NA","0.38,0.25,0.25,0.12,0","1,1,1,1,38",1,"GenR"
"174","56_Delusions -  Derived from K-SADS","delusions,diagnosis,hallucinations,psychiatry,psychology,schizophrenia,thought problems","1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"175","57_Demographics (education, age, living situation)","age,demographics,education,family composition,gender,housing,sex,social economic status","1,1,1,1,1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"176","58_Dental status and development","caries,dental,development,health,imaging,physiology,plaque,teeth","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"177","59_Development and behavior (Motor, language and skills - IDI'94, ISAAC)","behavior,development,language,milestones,motor development","1,1,1,1,1","Physiology,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"178","6_Air pollution exposure","environment,pollution,air quality,noise,urbanization","2,2,1,1,1","Demographics,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"179","60_Drive for Muscularity Scale","body image,motivation,muscles,self perception","1,1,1,1","Personality and individual differences,Health,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"180","61_Dutch Eating Behaviour Questionnaire (DEBQ)","anorexia,behavior,bulimia,eating,nutrition","1,1,1,1,1","Personality and individual differences,Lifestyle,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"181","62_Dutch Harter’s Self-Perception Profile for Children","competence,self-perception","1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"182","63_Early Adolescent Temperament Questionnaire ","emotional stability,personality,temperament","1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"183","64_eating behavior (snacks, fastfood)","behavior,covid,eating,food preference,nutrition","1,1,1,1,1","Life history,Lifestyle,Personality and individual differences,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"184","65_Eating behavior + watching tv","behavior,eating,food preferences,leisure time,nutrition,sedentary behavior,television","1,1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"185","66_Edinburgh postnatal depression scale (EPDS)","anxiety,birth,depression,diagnosis,postpartum depression,pregnancy,psychiatry,psychology","1,1,1,1,1,1,1,1","mental health,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"GenR"
"186","67_Education and work","demographics,education,school,work","1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"187","68_Electro cardiography (ECG)","electro cardiograph,functional imaging,imaging,physiology","1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"188","69_Emotional complaints","anxiety,coping,depression,emotion,life history,psychiatry,psychology,psychosis,schizophrenia,stress","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"189","7_Alabama Parenting Questionnaire","parenting,affect,corporal punsihment,discipline,involvement,supervision","2,1,1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"190","70_Emotional regulation/temperament (4 Lab-TAB tasks)","emotion regulation,observation,parent-child relationships,parenting,personality,temperament","1,1,1,1,1,1","Personality and individual differences,Parenting,NA","0.67,0.33,0","1,1,39",1,"GenR"
"191","71_Empathy for children and Adolescents (IECA)","empathy,social competence,theory of mind","1,1,1","Personality and individual differences,Cognition,Social competence,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"192","72_Endothelial function","arteries,blood vessels,cardiovasculair,cardiovascular disease,coronary artery disease,heart,imaging,physiology","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"193","73_Eyes (incl. children's reading)","eyes,glasses,health,leisure time,light,physiology,reading,sedentary behavior,sight,social media","1,1,1,1,1,1,1,1,1,1","Lifestyle,Physiology,NA","0.67,0.33,0","1,1,39",1,"GenR"
"194","74_Eyes, retinal vasculature, refraction (retinal imaging)","eyes,health,imaging,physiology,sight","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"195","75_Eyes: visual acuity, retinal picture, refraction, IOL master, OCT","eyes,health,imaging,physiology,sight","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"196","76_Face development","antropometrics,development,imaging","1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"197","77_Faeces sample for microbiota","biological sample,faeces,gut microbiome,meta-genomics,microbiome,microbiota,omics,physiology","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"198","78_Family Assessment Device (FAD), general functioning subscale (GF)","conflict,family functioning,interactions,organization,relationships","1,1,1,1,1","Personality and individual differences,mental health,NA","0.5,0.5,0","1,1,38",1,"GenR"
"199","79_Family in which you grew up (CBS GE, GLOBE)","age,demographics,education,family composition,sex,social economic status,work","1,1,1,1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"200","8_Anxiety/depression ","anxiety,covid,depression,diagnosis,life event,psychiatry,psychology","1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"201","80_Family situation (incl. Marital status, composition)","demographics,divorce,family composition,marital status","1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"202","81_Feeding (nutrition)","behavior,feeding,food,food preference,nutrition","1,1,1,1,1","Lifestyle,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"203","82_Feeding your child","development,eating,health,nutrition,supplements,toilet training","1,1,1,1,1,1","Life history,Lifestyle,NA","0.67,0.33,0","1,1,39",1,"GenR"
"204","83_Fetal brain development","brain imaging,ecography,gestation,imaging,physiology,pregnancy,preterm","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"205","84_Fetal growth patterns (head circumference, biparietal diameter, abdominal circumference, femur length)","antropometics,ecography,physiology","1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"206","85_Food frequency questionnaire. FFQ ","diet,food preferences,nutrition","1,1,1","Lifestyle,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"207","86_Friendship quality questionnaire","friendships,peers,relationships,social competence","1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"208","87_Gender experiences (GIDYQ)","gender,identity,sex,sexuality","1,1,1,1","Personality and individual differences,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"209","88_General health","allergies,chronic conditions,diseases,health,life events,medical history,subjective health","1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"210","89_General health/chronic diseases","chronic conditions,covid,diseases,health,subjective health","1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"211","9_Arc’s self-determination scale","independence,personality,self determination,self perception","1,1,1,1","Personality and individual differences,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"212","90_Hair sample","biological sample,biomarkers,hormones,physiology","1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"213","91_Handedness","ambitexterous,handedness,laterality,physiology","1,1,1,1","Physiology,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"214","92_Harter’s Self-Perception Profile for Children ","competence,development,self perception","1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"215","93_Health Behaviour in School-aged Children (HBSC)","food preference,health,health behavior,nutrition","1,1,1,1","Lifestyle,Health,Personality and individual differences,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"216","94_Health during this pregnancy","complications,disease,gestational diabetes,health,infections,pregnancy","1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"217","95_Health related quality of-life","health,mental health,quality of life,subjective health,wellbeing","1,1,1,1,1","Health,mental health,NA","0.5,0.5,0","1,1,38",1,"GenR"
"218","96_Hearing","audiometry,hearing,noise,physiology,tympanometry","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"219","97_Height, weight, head circumference, skinfold thickness (subcutaneous fat mass), waist-hip ratio, referal to doctor, and vaccinations","antropometrics,development,health,medical care,obesity,vaccinations","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"220","98_Home (damp, stains, smoking, pets, noise)","environment,neighborhood,noise,pollution,social economic status","1,1,1,1,1","Demographics,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"221","99_Home and family situation","demographics,family composition,finance,income,social economic status","1,1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
